"","Reaction","Stimulus","Readout","drugScore","Boolean network activity","Group network activity"
"1","AKT1=GSK3A","ANTICD3","GSK3A","-0.185136897001304","0","0.153846153846154"
"2","AKT1=GSK3A","BDNF","GSK3A","-0.185136897001304","0","0.153846153846154"
"3","AKT1=GSK3A","BN201","GSK3A","-0.185136897001304","0","0.153846153846154"
"4","AKT1=GSK3A","REBIF","GSK3A","-0.185136897001304","0","0.153846153846154"
"5","AKT1=GSK3A","NACL","GSK3A","-0.185136897001304","0","0.153846153846154"
"6","AKT1=GSK3A","IL1A","GSK3A","-0.185136897001304","0","0.153846153846154"
"7","AKT1=GSK3A","IL6","GSK3A","-0.185136897001304","0","0.153846153846154"
"8","AKT1=GSK3A","INS","GSK3A","-0.185136897001304","0","0.153846153846154"
"9","AKT1=GSK3A","LPS","GSK3A","-0.185136897001304","0","0.153846153846154"
"10","AKT1=GSK3A","EGCG","GSK3A","-0.185136897001304","0","0.153846153846154"
"11","AKT1=GSK3A","POLYIC","GSK3A","-0.185136897001304","0","0.153846153846154"
"12","AKT1=GSK3A","CONA","GSK3A","-0.185136897001304","0","0.153846153846154"
"13","AKT1=GSK3A","TNFA","GSK3A","-0.185136897001304","0","0.153846153846154"
"14","!AKT1=RAF1","ANTICD3","HSPB1","-0.00320659642693541","0","0"
"15","!AKT1=RAF1","ANTICD3","JUN","-0.00320659642693541","0","0"
"16","!AKT1=RAF1","ANTICD3","PTN11","-0.00320659642693541","0","0"
"17","!AKT1=RAF1","ANTICD3","IKBA","-0.00320659642693541","0","0"
"18","!AKT1=RAF1","ANTICD3","AKT1","-0.00320659642693541","0","0"
"19","!AKT1=RAF1","ANTICD3","MK12","-0.00320659642693541","0","0"
"20","!AKT1=RAF1","ANTICD3","TF65","-0.00320659642693541","0","0"
"21","!AKT1=RAF1","ANTICD3","STAT1","-0.00320659642693541","0","0"
"22","!AKT1=RAF1","ANTICD3","GSK3A","-0.00320659642693541","0","0"
"23","!AKT1=RAF1","ANTICD3","STAT3","-0.00320659642693541","0","0"
"24","!AKT1=RAF1","ANTICD3","MP2K1","-0.00320659642693541","0","0"
"25","!AKT1=RAF1","ANTICD3","MKO3","-0.00320659642693541","0","0"
"26","!AKT1=RAF1","ANTICD3","CREB1","-0.00320659642693541","0","0"
"27","!AKT1=RAF1","ANTICD3","FAK1","-0.00320659642693541","0","0"
"28","!AKT1=RAF1","ANTICD3","STAT5","-0.00320659642693541","0","0"
"29","!AKT1=RAF1","ANTICD3","STAT6","-0.00320659642693541","0","0"
"30","!AKT1=RAF1","BDNF","HSPB1","-0.00320659642693541","0","0"
"31","!AKT1=RAF1","BDNF","JUN","-0.00320659642693541","0","0"
"32","!AKT1=RAF1","BDNF","PTN11","-0.00320659642693541","0","0"
"33","!AKT1=RAF1","BDNF","IKBA","-0.00320659642693541","0","0"
"34","!AKT1=RAF1","BDNF","AKT1","-0.00320659642693541","0","0"
"35","!AKT1=RAF1","BDNF","MK12","-0.00320659642693541","0","0"
"36","!AKT1=RAF1","BDNF","TF65","-0.00320659642693541","0","0"
"37","!AKT1=RAF1","BDNF","STAT1","-0.00320659642693541","0","0"
"38","!AKT1=RAF1","BDNF","GSK3A","-0.00320659642693541","0","0"
"39","!AKT1=RAF1","BDNF","STAT3","-0.00320659642693541","0","0"
"40","!AKT1=RAF1","BDNF","MP2K1","-0.00320659642693541","0","0"
"41","!AKT1=RAF1","BDNF","MKO3","-0.00320659642693541","0","0"
"42","!AKT1=RAF1","BDNF","CREB1","-0.00320659642693541","0","0"
"43","!AKT1=RAF1","BDNF","FAK1","-0.00320659642693541","0","0"
"44","!AKT1=RAF1","BDNF","STAT5","-0.00320659642693541","0","0"
"45","!AKT1=RAF1","BDNF","STAT6","-0.00320659642693541","0","0"
"46","!AKT1=RAF1","BN201","HSPB1","-0.00320659642693541","0","0"
"47","!AKT1=RAF1","BN201","JUN","-0.00320659642693541","0","0"
"48","!AKT1=RAF1","BN201","PTN11","-0.00320659642693541","0","0"
"49","!AKT1=RAF1","BN201","IKBA","-0.00320659642693541","0","0"
"50","!AKT1=RAF1","BN201","AKT1","-0.00320659642693541","0","0"
"51","!AKT1=RAF1","BN201","MK12","-0.00320659642693541","0","0"
"52","!AKT1=RAF1","BN201","TF65","-0.00320659642693541","0","0"
"53","!AKT1=RAF1","BN201","STAT1","-0.00320659642693541","0","0"
"54","!AKT1=RAF1","BN201","GSK3A","-0.00320659642693541","0","0"
"55","!AKT1=RAF1","BN201","STAT3","-0.00320659642693541","0","0"
"56","!AKT1=RAF1","BN201","MP2K1","-0.00320659642693541","0","0"
"57","!AKT1=RAF1","BN201","MKO3","-0.00320659642693541","0","0"
"58","!AKT1=RAF1","BN201","CREB1","-0.00320659642693541","0","0"
"59","!AKT1=RAF1","BN201","FAK1","-0.00320659642693541","0","0"
"60","!AKT1=RAF1","BN201","STAT5","-0.00320659642693541","0","0"
"61","!AKT1=RAF1","BN201","STAT6","-0.00320659642693541","0","0"
"62","!AKT1=RAF1","REBIF","HSPB1","-0.00320659642693541","0","0"
"63","!AKT1=RAF1","REBIF","JUN","-0.00320659642693541","0","0"
"64","!AKT1=RAF1","REBIF","PTN11","-0.00320659642693541","0","0"
"65","!AKT1=RAF1","REBIF","IKBA","-0.00320659642693541","0","0"
"66","!AKT1=RAF1","REBIF","AKT1","-0.00320659642693541","0","0"
"67","!AKT1=RAF1","REBIF","MK12","-0.00320659642693541","0","0"
"68","!AKT1=RAF1","REBIF","TF65","-0.00320659642693541","0","0"
"69","!AKT1=RAF1","REBIF","STAT1","-0.00320659642693541","0","0"
"70","!AKT1=RAF1","REBIF","GSK3A","-0.00320659642693541","0","0"
"71","!AKT1=RAF1","REBIF","STAT3","-0.00320659642693541","0","0"
"72","!AKT1=RAF1","REBIF","MP2K1","-0.00320659642693541","0","0"
"73","!AKT1=RAF1","REBIF","MKO3","-0.00320659642693541","0","0"
"74","!AKT1=RAF1","REBIF","CREB1","-0.00320659642693541","0","0"
"75","!AKT1=RAF1","REBIF","FAK1","-0.00320659642693541","0","0"
"76","!AKT1=RAF1","REBIF","STAT5","-0.00320659642693541","0","0"
"77","!AKT1=RAF1","REBIF","STAT6","-0.00320659642693541","0","0"
"78","!AKT1=RAF1","NACL","HSPB1","-0.00320659642693541","0","0"
"79","!AKT1=RAF1","NACL","JUN","-0.00320659642693541","0","0"
