"","Reaction","Stimulus","Readout","drugScore"
"1","GP130=JAK1","IL6","STAT1","-0.0999107939339875"
"2","IL6=GP130","IL6","STAT1","-0.0496419702485715"
"3","MAP3K1=MK12","TNFA","MK12","-0.0172384695132243"
"4","MAP3K1=MK12","TNFA","MKO3","-0.0172384695132243"
"5","REBIF=JAK1","REBIF","STAT1","-0.0500036164621356"
"6","SGK=MKO3","IL1A","MKO3","-0.0358270848904211"
"7","SGK=MKO3","LPS","MKO3","-0.0358270848904211"
"8","SGK=MKO3","POLYIC","MKO3","-0.0358270848904211"
"9","SGK=MKO3","TNFA","MKO3","-0.0358270848904211"
"10","TAK1=MK12","IL1A","MK12","-0.145405887600357"
"11","TAK1=MK12","IL1A","MKO3","-0.145405887600357"
"12","TAK1=MK12","LPS","MK12","-0.145405887600357"
"13","TAK1=MK12","LPS","MKO3","-0.145405887600357"
"14","TAK1=MK12","POLYIC","MK12","-0.145405887600357"
"15","TAK1=MK12","POLYIC","MKO3","-0.145405887600357"
"16","POLYIC=TAK1","POLYIC","MK12","-0.0541987125394797"
"17","POLYIC=TAK1","POLYIC","MKO3","-0.0541987125394797"
"18","LPS=TAK1","LPS","MK12","-0.018588615377197"
"19","LPS=TAK1","LPS","MKO3","-0.018588615377197"
