TR:CH004:CellType,TR:antiCD3,TR:BDNF,TR:BN201,TR:gilenya,TR:H2O2,TR:rebif,TR:IFNG,TR:NaCl,TR:IL1A,TR:Teriflunomide,TR:IL6,TR:INS,TR:LPS,TR:EGCG,TR:PolyIC,TR:conA,TR:S1P1,TR:TNFA,TR:vitD3,TR:DMF,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1209,766.75,3980.75,23674.5,1908.25,2365.5,17298.5,658.5,423.25,358,711.75,2338,572.75,20870.3,387.75,341.5,2278
1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3027,1307,5677,21360.5,3449,3272.5,21441,1131,784,684,1020,9206,3941.5,26773,1315.5,482,2638
1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2729,959.5,5060,21487,2527,3290.5,20437.5,1419,518,422.5,757,5968,2067,29992.5,592,352.5,2405
1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2696,929,5450,26219,2275,2945,18106.5,813,408,240,810,1998,434,22572,478,464,3550
1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3268,741,5255,21291.5,1746,2107,18741,556,469.5,350,985.5,1927,528,23565,434,417,2754
1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2372,1017.5,5631.5,21095,2253,3177,19318,1221,490,442,931,4981,1421.5,27846,462.5,298.5,1532.5
1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2550,885,6268,19918,2297,2077,19272,989.5,2168,408.5,2509,3657,1201,25157,446.5,812,1654
1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2072.5,958,5581,19756,2463,1019,20945.5,906.5,1141,275,879.5,1229,1032,9340,356.5,464.5,928
1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,28481,1250,11809,24142,1890,742,16331,445.5,1109,490.5,1153.5,1715,424,13333,811,988,2154
1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1875,1293,3815,20795,2652,3022,20368.5,2289,822,879.5,931,6510,2122.5,24892,1550.5,476,2855
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1438.5,988,4449,24949,1859,2883,19918,1239,385,338,615,6634,1659,26450,487,299,3192
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,970,747,18764,25180,2333.5,3132,19526,1081,983.5,433,3723,4583.5,1156.5,26173,300,480.5,3779
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,916,375,4709,25030.5,3372,4848.5,18475.5,1097,363,350.5,876,6581,1747,24718.5,339,261.5,1351
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2085.5,962,5642.5,33789,4552,4658,22272,1699,405,275,1072,10442.5,3407,27973,417,371,3622
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3707.5,808,1103,19098.5,3396,1237,38901.5,1715,604,456.5,834.5,11633,4773.5,26472.5,436,400,1744
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1655,7715,6145.5,33881,10840.5,4005.5,36708.5,8335,6205,6293.5,2996.5,19075.5,5474.5,19353,16394,2561,5110.5
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1915,1495,5496,26080,4789,3982,25122.5,2238,984,903,1266.5,15284,5077,30235,1856.5,567,3971.5
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2057.5,1148.5,5089,26242,2717,2998,21637.5,1359,587,592.5,916,9990,3614,26588,964,379.5,3520.5
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2265,1094.5,6245.5,31043,3143,3431,23565,2303,560,598,896,12378.5,3407,29473,785,442,3472
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2065,909.5,5150,24626,2084,2871,19964,1122,377,303.5,863,6518,2015.5,26819,426,316,2893.5
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2615,1024,6961,23288,2427,1654,22606.5,884,482,292.5,801,6224,1892,27915.5,503,361.5,1488
