TR:KI056:CellType,TR:antiCD3,TR:BDNF,TR:BN201,TR:gilenya,TR:H2O2,TR:rebif,TR:IFNG,TR:NaCl,TR:IL1A,TR:Teriflunomide,TR:IL6,TR:INS,TR:LPS,TR:EGCG,TR:PolyIC,TR:conA,TR:S1P1,TR:TNFA,TR:vitD3,TR:DMF,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2214,1019,7639,30967.5,1584.5,3110.5,11262.5,946.5,472,400.5,743,1606.5,544.5,27961.5,424.5,501.5,3906.5
1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9740.5,1166,7181,32681,1893.5,3977,17298.5,1132.5,550,452,1239,3179.5,1909,31804,523,732,4307
1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1803,1066,7786,27858,1898,3945,18475.5,1850,514,318,969,4500.5,2096,31366,491.5,527.5,3633
1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1345.5,928,6802,32681,1337,2589,8890.5,864,402,294,580,1307,356,23772,400,463,4900
1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1255,948,7331,28746.5,1195,2736,9770,891,395,335.5,1051,1339,459.5,25688,405,625.5,3379
1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12122.5,796,6691,27961.5,1646,3230,17910,872.5,414,312.5,965,1769,682,21280,396,401,3001
1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2721,785.5,9136,29358,1450.5,2718.5,11417.5,963.5,2307,324,1348,1899.5,641,22503,408,1092,2537.5
1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1384.5,769,6663,33489,1249,2629,13178,1007,781,476,928,1361,462,22318,379,419,2703
1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11580,1043,9147.5,32866,948,2568,22988,1146,499.5,357.5,916,1315,384,28976.5,464,644,3341
1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1842,1138,7330,28019,1895.5,3564.5,15071.5,2235,530,531,1204,2225,893,28527,538.5,597,4372
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3547.5,418,5738,27973,1207.5,2292,9439.5,1433.5,317,522,1248,1026,385,11367,305,332,2154
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1409,548,23426,29196,1760,3722,10135.5,902,1045,318,1483,2230,899.5,29035,373,411.5,3654
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2613,931,7391,29935,2377,5516,10956.5,965,411,362,987,2371.5,777,28688,439.5,528,3786.5
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6162,770,7205,28250,1751,3985,22953.5,2533.5,426,268,472,7802,5589,7307,460,567,2991
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7501,601,1130.5,15749.5,1849,1434.5,36951,821,719,470,887,945,589,6388,337,311.5,4789
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2021,803,8196,28365,1493,3146,16284.5,1261,631,602,968,2333.5,1165,23230,682,699.5,3054
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2485,976,7851,30246.5,1742,3593,11794,958,407,356.5,914,1784.5,613,24811,409,484,4085
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2403,821.5,8219,29427,1759,3562.5,12344,1189,436.5,370.5,974,1850,643,29127,455.5,538.5,4425
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2636,974.5,8260.5,23172,1750,3728,18072,4739,424,435,878.5,2515,842,25445.5,389,401,4263
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1592,723,7524.5,29496,1434.5,3622,9461,853.5,443,340,886,1318,635,27442,389.5,404,3622
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2873,686.5,7016,27938.5,1353,2719,12402,712,422,320,790.5,1349,624,24488,449,396,3440
