TR:UZ020:CellType,TR:antiCD3,TR:BDNF,TR:BN201,TR:gilenya,TR:H2O2,TR:rebif,TR:IFNG,TR:NaCl,TR:IL1A,TR:Teriflunomide,TR:IL6,TR:INS,TR:LPS,TR:EGCG,TR:PolyIC,TR:conA,TR:S1P1,TR:TNFA,TR:vitD3,TR:DMF,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2876.75,681,2840,21922.3,2104,2243,12304.5,562.5,431.25,438.5,625.5,2551.25,438.75,25550,519.25,432,1578.5
1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4734,1016,3900,21755,3166,2931,13460,785,683.5,674,729,6274,2437.5,33509.5,720,619,2419
1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2018,797,3531,16050,2414,2818,13674,1201,481,484,547.5,4546,1039,32079,469.5,415.5,1116.5
1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2131,513.5,2063,14264,1389,1886.5,9504,759,333,367,510,1655,353.5,21455,402.5,556,1030
1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3918,778,3169,19448,1787,1904,12754,468,492,366,746.5,2092,369,27869,423,552,1180.5
1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10943,816,3593,15476,1545,1703,14946,787,498,444.5,679.5,3308,766.5,30337,440,533,1383.5
1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3817,777.5,4493,24085,1962.5,2746,12565,841,2262.5,514,3644,2760,557,27730,565.5,847.5,2431
1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1923.5,825,4299.5,23670,2208,2085.5,13441,815.5,1085,426,691,2379,508.5,29414.5,460,563.5,2082
1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9632,805,3906,20163,1715,2000.5,14107,872.5,460,353,536,1881,464,32263.5,444,555,1467.5
1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1756.5,981,3283.5,18087,2694,2548,14426,1649,652,608,679,3345,627,33129,727,631,1371
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5460,729,2072,17441,1781,1374,12181,662,388,382,509,1549,365,22585.5,450,407,951.5
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4468,756,12800.5,27869,1935,2192,11272,737,757.5,390.5,5209.5,3570,498.5,19102,433,539.5,1735
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2048,790.5,2302,19379,3160.5,3547,13083,1078.5,410,519,686,3873,692.5,22839,403.5,523.5,1178
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2051,872,2345,18121.5,2828.5,2904,14276,2062,472,505,603,8319,3201,23924,465,538.5,1010.5
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,14745,573.5,1117,14263,3614,1639,32263.5,1926.5,634,651.5,731,6597,3451,20417,455,650,1234
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2164,974,3478,20255,2486,2771,16126,1942,416,403,537,9213,2903,30983,461,484,1369
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1870.5,1455,2296.5,17418,3367.5,2521,15042.5,1690,859,1299,933.5,9479,2239,26900,2554,831,1190.5
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2003,604.5,3248,25838,2207,2619,13084,1092,342,372,594.5,6457,1120,27130,426,468,1133
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3330,749,2368,16933,2385,2034,14145,3121,383.5,460,599,5765,1312,21847,443,526.5,1261.5
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1487.5,776,2447,17267.5,1960,1933.5,12865,608,402.5,374,525,2031.5,420.5,24270,460.5,491,1047
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1919,770,2214.5,17256,1843.5,1937,13168.5,821,370.5,383,536,1751,566,22586,407.5,559,1885
