"","Reaction","Stimulus","Readout","drugScore","Boolean network activity","Group network activity"
"1","AKT1=STAT1","ANTICD3","STAT1","-1","1","1"
"2","AKT1=STAT1","INS","STAT1","-1","1","1"
"3","RAF1=SGK","BDNF","MKO3","-1","1","1"
"4","RAF1=SGK","CONA","MKO3","-1","1","1"
"5","SLP76=AKT1","ANTICD3","AKT1","-1","1","1"
"6","SLP76=AKT1","ANTICD3","STAT1","-1","1","1"
"7","TCRP=ZAP70","ANTICD3","AKT1","-1","1","1"
"8","TCRP=ZAP70","ANTICD3","STAT1","-1","1","1"
"9","ZAP70=SLP76","ANTICD3","AKT1","-1","1","1"
"10","ZAP70=SLP76","ANTICD3","STAT1","-1","1","1"
"11","CONA=GRB2","CONA","MP2K1","-1","1","1"
"12","CONA=GRB2","CONA","MKO3","-1","1","1"
"13","ANTICD3=TCRP","ANTICD3","AKT1","-1","1","1"
"14","ANTICD3=TCRP","ANTICD3","STAT1","-1","1","1"
