"","Reaction","Stimulus","Readout","drugScore","Boolean network activity","Group network activity"
"1","IL1A=IL1R1","IL1A","MK12","-0.144067796610169","1","0.5"
"2","IL1A=IL1R1","IL1A","MKO3","-0.144067796610169","1","0.5"
"3","MAP2K4=MK12","TNFA","MK12","-0.15593220338983","0","0.2"
"4","MAP2K4=MK12","TNFA","MKO3","-0.15593220338983","0","0.2"
"5","MAP3K1=MAP2K4","TNFA","MK12","-0.188135593220339","0","0.1"
"6","MAP3K1=MAP2K4","TNFA","MKO3","-0.188135593220339","0","0.1"
"7","PLCG1=DAG1","INS","MP2K1","-0.258863948694457","0","0.3"
"8","PLCG1=DAG1","INS","MKO3","-0.258863948694457","0","0.3"
"9","RAF1=SGK","ANTICD3","MKO3","-0.26271186440678","1","0.5"
"10","RAF1=SGK","BDNF","MKO3","-0.26271186440678","1","0.5"
"11","RAF1=SGK","INS","MKO3","-0.26271186440678","1","0.5"
"12","RAF1=SGK","CONA","MKO3","-0.26271186440678","1","0.5"
"13","SLP76=AKT1","ANTICD3","AKT1","-0.277966101694915","1","0.6"
"14","SLP76=AKT1","ANTICD3","STAT1","-0.277966101694915","1","0.6"
"15","SLP76=AKT1","ANTICD3","GSK3A","-0.277966101694915","1","0.6"
"16","ZAP70=SLP76","ANTICD3","AKT1","-0.261016949152542","1","0.6"
"17","ZAP70=SLP76","ANTICD3","STAT1","-0.261016949152542","1","0.6"
"18","ZAP70=SLP76","ANTICD3","GSK3A","-0.261016949152542","1","0.6"
"19","DAG1=RAS","INS","MP2K1","-0.225423728813559","0","0.3"
"20","DAG1=RAS","INS","MKO3","-0.225423728813559","0","0.3"
"21","PIP3=PLCG1","INS","MP2K1","-0.255932203389831","0","0.1"
"22","PIP3=PLCG1","INS","MKO3","-0.255932203389831","0","0.1"
"23","NACL=MK12","NACL","MK12","-0.122033898305085","0","0.2"
"24","NACL=MK12","NACL","MKO3","-0.122033898305085","0","0.2"
"25","CONA=GRB2","CONA","MP2K1","-0.361016949152542","1","0.7"
"26","CONA=GRB2","CONA","MKO3","-0.361016949152542","1","0.7"
"27","IL1R1=TAK1","IL1A","MK12","-0.161016949152542","1","0.5"
"28","IL1R1=TAK1","IL1A","MKO3","-0.161016949152542","1","0.5"
