"","Reaction","Stimulus","Readout","drugScore","Boolean network activity","Group network activity"
"1","AKT1=GSK3A","BDNF","GSK3A","-0.185136897001304","0","0.153846153846154"
"2","AKT1=GSK3A","NACL","GSK3A","-0.185136897001304","0","0.153846153846154"
"3","AKT1=GSK3A","IL1A","GSK3A","-0.185136897001304","0","0.153846153846154"
"4","AKT1=GSK3A","INS","GSK3A","-0.185136897001304","0","0.153846153846154"
"5","AKT1=GSK3A","LPS","GSK3A","-0.185136897001304","0","0.153846153846154"
"6","AKT1=GSK3A","POLYIC","GSK3A","-0.185136897001304","0","0.153846153846154"
"7","AKT1=GSK3A","CONA","GSK3A","-0.185136897001304","0","0.153846153846154"
"8","AKT1=GSK3A","TNFA","GSK3A","-0.185136897001304","0","0.153846153846154"
"9","IL1A=IL1R1","IL1A","HSPB1","-0.105606258148631","1","0.538461538461538"
"10","IL1A=IL1R1","IL1A","AKT1","-0.105606258148631","1","0.538461538461538"
"11","IL1A=IL1R1","IL1A","MK12","-0.105606258148631","1","0.538461538461538"
"12","IL1A=IL1R1","IL1A","GSK3A","-0.105606258148631","1","0.538461538461538"
"13","IL1A=IL1R1","IL1A","MP2K1","-0.105606258148631","1","0.538461538461538"
"14","IL1A=IL1R1","IL1A","MKO3","-0.105606258148631","1","0.538461538461538"
"15","IL1A=IL1R1","IL1A","STAT5","-0.105606258148631","1","0.538461538461538"
"16","IL6=GP130","IL6","STAT6","-0.426160188872053","0","0.307692307692308"
"17","RAC1=MAP3K1","CONA","HSPB1","-0.190352020860495","1","0.461538461538462"
"18","RAC1=MAP3K1","CONA","AKT1","-0.190352020860495","1","0.461538461538462"
"19","RAC1=MAP3K1","CONA","MK12","-0.190352020860495","1","0.461538461538462"
"20","RAC1=MAP3K1","CONA","GSK3A","-0.190352020860495","1","0.461538461538462"
"21","RAC1=MAP3K1","CONA","MP2K1","-0.190352020860495","1","0.461538461538462"
"22","RAC1=MAP3K1","CONA","MKO3","-0.190352020860495","1","0.461538461538462"
"23","RAC1=MAP3K1","CONA","STAT5","-0.190352020860495","1","0.461538461538462"
"24","REBIF=JAK1","REBIF","STAT6","-0.0904894464216498","1","0.538461538461538"
"25","NACL=MK12","NACL","HSPB1","0","0","0.307692307692308"
"26","NACL=MK12","NACL","AKT1","0","0","0.307692307692308"
"27","NACL=MK12","NACL","MK12","0","0","0.307692307692308"
"28","NACL=MK12","NACL","GSK3A","0","0","0.307692307692308"
"29","NACL=MK12","NACL","MP2K1","0","0","0.307692307692308"
"30","NACL=MK12","NACL","MKO3","0","0","0.307692307692308"
"31","NACL=MK12","NACL","STAT5","0","0","0.307692307692308"
"32","BDNF=GRB2","BDNF","HSPB1","-0.140808344198175","0","0.384615384615385"
"33","BDNF=GRB2","BDNF","AKT1","-0.140808344198175","0","0.384615384615385"
"34","BDNF=GRB2","BDNF","MK12","-0.140808344198175","0","0.384615384615385"
"35","BDNF=GRB2","BDNF","GSK3A","-0.140808344198175","0","0.384615384615385"
"36","BDNF=GRB2","BDNF","MP2K1","-0.140808344198175","0","0.384615384615385"
"37","BDNF=GRB2","BDNF","MKO3","-0.140808344198175","0","0.384615384615385"
"38","BDNF=GRB2","BDNF","STAT5","-0.140808344198175","0","0.384615384615385"
"39","MK12=HSPB1","BDNF","HSPB1","-0.276753937770887","1","0.846153846153846"
"40","MK12=HSPB1","NACL","HSPB1","-0.276753937770887","1","0.846153846153846"
"41","MK12=HSPB1","IL1A","HSPB1","-0.276753937770887","1","0.846153846153846"
"42","MK12=HSPB1","INS","HSPB1","-0.276753937770887","1","0.846153846153846"
"43","MK12=HSPB1","LPS","HSPB1","-0.276753937770887","1","0.846153846153846"
"44","MK12=HSPB1","POLYIC","HSPB1","-0.276753937770887","1","0.846153846153846"
"45","MK12=HSPB1","CONA","HSPB1","-0.276753937770887","1","0.846153846153846"
"46","MK12=HSPB1","TNFA","HSPB1","-0.276753937770887","1","0.846153846153846"
"47","IL1R1=TAK1","IL1A","HSPB1","-0.122555410691004","1","0.538461538461538"
"48","IL1R1=TAK1","IL1A","AKT1","-0.122555410691004","1","0.538461538461538"
"49","IL1R1=TAK1","IL1A","MK12","-0.122555410691004","1","0.538461538461538"
"50","IL1R1=TAK1","IL1A","GSK3A","-0.122555410691004","1","0.538461538461538"
"51","IL1R1=TAK1","IL1A","MP2K1","-0.122555410691004","1","0.538461538461538"
"52","IL1R1=TAK1","IL1A","MKO3","-0.122555410691004","1","0.538461538461538"
"53","IL1R1=TAK1","IL1A","STAT5","-0.122555410691004","1","0.538461538461538"
