"","Reaction","Stimulus","Readout","drugScore","Boolean network activity","Group network activity"
"1","!CBL=ZAP70","EGCG","HSPB1","-0.194915254237288","1","0.5"
"2","!CBL=ZAP70","EGCG","AKT1","-0.194915254237288","1","0.5"
"3","!CBL=ZAP70","EGCG","MK12","-0.194915254237288","1","0.5"
"4","!CBL=ZAP70","EGCG","GSK3A","-0.194915254237288","1","0.5"
"5","!CBL=ZAP70","EGCG","MP2K1","-0.194915254237288","1","0.5"
"6","!CBL=ZAP70","EGCG","MKO3","-0.194915254237288","1","0.5"
"7","GP130=JAK1","IL6","STAT1","-0.110875706214689","1","0.958333333333333"
"8","GP130=JAK1","IL6","STAT3","-0.110875706214689","1","0.958333333333333"
"9","JAK1=STAT1","REBIF","STAT1","-0.0564971751412429","1","0.666666666666667"
"10","JAK1=STAT1","IFNG","STAT1","-0.0564971751412429","1","0.666666666666667"
"11","JAK1=STAT1","IL6","STAT1","-0.0564971751412429","1","0.666666666666667"
"12","MAP3K1=MAP2K4","ANTICD3","HSPB1","-0.0798022598870056","0","0.208333333333333"
"13","MAP3K1=MAP2K4","ANTICD3","MK12","-0.0798022598870056","0","0.208333333333333"
"14","MAP3K1=MAP2K4","ANTICD3","MKO3","-0.0798022598870056","0","0.208333333333333"
"15","MAP3K1=MAP2K4","BDNF","HSPB1","-0.0798022598870056","0","0.208333333333333"
"16","MAP3K1=MAP2K4","BDNF","MK12","-0.0798022598870056","0","0.208333333333333"
"17","MAP3K1=MAP2K4","BDNF","MKO3","-0.0798022598870056","0","0.208333333333333"
"18","MAP3K1=MAP2K4","INS","HSPB1","-0.0798022598870056","0","0.208333333333333"
"19","MAP3K1=MAP2K4","INS","MK12","-0.0798022598870056","0","0.208333333333333"
"20","MAP3K1=MAP2K4","INS","MKO3","-0.0798022598870056","0","0.208333333333333"
"21","MAP3K1=MAP2K4","EGCG","HSPB1","-0.0798022598870056","0","0.208333333333333"
"22","MAP3K1=MAP2K4","EGCG","MK12","-0.0798022598870056","0","0.208333333333333"
"23","MAP3K1=MAP2K4","EGCG","MKO3","-0.0798022598870056","0","0.208333333333333"
"24","MAP3K1=MAP2K4","CONA","HSPB1","-0.0798022598870056","0","0.208333333333333"
"25","MAP3K1=MAP2K4","CONA","MK12","-0.0798022598870056","0","0.208333333333333"
"26","MAP3K1=MAP2K4","CONA","MKO3","-0.0798022598870056","0","0.208333333333333"
"27","MAP3K1=MAP2K4","TNFA","HSPB1","-0.0798022598870056","0","0.208333333333333"
"28","MAP3K1=MAP2K4","TNFA","MK12","-0.0798022598870056","0","0.208333333333333"
"29","MAP3K1=MAP2K4","TNFA","MKO3","-0.0798022598870056","0","0.208333333333333"
"30","MAP3K1=MK12","ANTICD3","HSPB1","-0.124694609864101","1","0.791666666666667"
"31","MAP3K1=MK12","ANTICD3","MK12","-0.124694609864101","1","0.791666666666667"
