TR:CH025:CellType,TR:ANTICD3,TR:BDNF,TR:BN201,TR:GILENYA,TR:H2O2,TR:REBIF,TR:IFNG,TR:NACL,TR:IL1A,TR:TERIFLUNOMIDE,TR:IL6,TR:INS,TR:LPS,TR:EGCG,TR:POLYIC,TR:CONA,TR:S1P1,TR:TNFA,TR:VITD3,TR:DMF,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.89841475117012,0,0,0,0,0.512824681613408,0.873701786016748,0.925109174802002,0.577077665975678,0,0.90248445487827,0.943918892552479,0.822594158531174,0,0,0
1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.923148597494187,0,0,0,0,0.759589224617654,0.909565820823486,0,0.580701206686857,0,0.929694386633872,0.954687159714647,0.799795750499625,0,0,0
1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0.0039892420212813,0,0.0959905582382659,0,0,0
1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.408504789011853,0,0,0,0,0,0.0176557180760582,0.506294835415813,0.502238748784382,0,0.257940586470848,0,0.738068264143395,0,0,0
1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.5,0,0,0,0,0.745687901105877,0.10224625479044,0.5,0.476958304171325,0,0.37908542482259,0.532408047714615,0,0,0,0
1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.278989973654414,0,0,0,0,0.574023152753055,0.5,0.998337832343952,0.575250506145971,0,0.209554167597617,0.0805966115436768,0.194414775455833,0,0,0
1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.221857271516451,0,0,0,0,0.490933194556105,0,0.994138574735305,0,0,0.13067505671865,0,0,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.635694460784208,0,0,0,0,0,0,0.446440867944274,0,0,0,0,0.496701973354309,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.759382628784697,0,0,0,0,0.5,0.796220998829163,0.61455652111726,0.517581277984828,0,0.680676748045822,0.530085700996247,0.726243115016216,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.160612417720751,0,0,0,0,0,0.143344857077195,0.480583229581613,0.37001085043476,0,0.0748589219138213,0,0.701747696824303,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.432850031606029,0,0,0,0,0.41812032725643,0.277888380436046,0.994960392876876,0.698811996170534,0,0.559164513742684,0.5,0.725524934101308,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.651639282260659,0,0,0,0,0,0.134296554314156,0.446440867944274,0.486318324430439,0,0.5,0.321126151851469,0.573455781802438,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.936395583241745,0,0,0,0,0.917253241426427,0.930941221767686,0.15343305203409,0.5,0,0.931734507621618,0.963004346662518,0.813344574117847,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.738621619213088,0,0,0,0,0.962785176809928,0.892338698942635,0.87989741191881,0.696533400234039,0,0.837695776796255,0.94262027527046,0,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.787827576601326,0,0,0,0,0.757268992291098,0.889823320512695,0,0,0,0.877799859339558,0.9108076844761,0.5,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.478606847588769,0,0,0,0,0.563640160158647,0.786500105620375,0.590480850883903,0,0,0.847891517859947,0.861646954808741,0.544305049405107,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.520411971975964,0,0,0,0,0.254699426452861,0.741988664861484,0.387282276373014,0,0,0.753786903258868,0.703128426954538,0.473363777332476,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.775455071774158,0,0,0,0,0.895401321588214,0.965727907363067,0.553524079216495,0.540549580538469,0,0.812537237516541,0.766589756937052,0.803747312271184,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.424841694563046,0,0,0,0,0,0,0.739650724361016,0.5,0,0.160114923310871,0.0191855643199834,0.471656898405429,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0.408504789011853,0,0,0,0,0.69562760572506,0.657974652117093,0.402576338427513,0.920497740421218,0,0.0768467336538367,0.395473331780853,0,0,0,0
