,TR:CH011:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
CH011_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2275.25,805,8378.75,26161,2025.5,2583,17263.5,598.5,379.25,372.5,957.25,1901.5,552.75,17495.5,458.5,348.5,4600,122,16643.5
CH011_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2275.25,805,8378.75,26161,2025.5,2583,17263.5,598.5,379.25,372.5,957.25,1901.5,552.75,17495.5,458.5,348.5,4600,122,16643.5
CH011_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11901,4359,10788,28527,8974.5,1965,28804,1216,3491,4259,2664,4569.5,1045,12935,9507,1066,8751,102,17172
CH011_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10106,1055.5,6717.5,24396,2535,2188,18637.5,711,672,865.5,1202,1390.5,450,14470.5,1521,394,3784,112,17054
CH011_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9099,735,9780,24626,1897,3280.5,18129.5,551,440,284,1402,1489,416,15299,443,327.5,5539,108,16779.5
CH011_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,15076,712,10906,27742,1883,3318.5,19768,671,402,302,1161,2832,969,19849,413,314,4869,88,16553
CH011_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10266,647,9957,26981,1732,2459,16618,527,391,296.5,1005.5,1558.5,479.5,15373,364,354.5,4169,90,16987
CH011_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4940,716.5,11056.5,23899.5,2097.5,2719.5,16921,507,2759.5,276,3181.5,2318,680.5,14559,411,573,3534,103.5,17067.5
CH011_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4669,631,10263,28573,2188,3198,19364,539,658,286,829,2904,459,16764,372,383,5764,77,16856
CH011_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,26853.5,1542.5,13903.5,24142,4210.5,2034,22665,1120,1025,1221,1642.5,3429.5,366,15474.5,3178.5,535,6315,95,15911.5
CH011_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10385,3569,10670.5,30719,8615,2927,26945.5,2400,2407,3947.5,2416,5475,1013.5,15756,8160,672.5,12236,96,16930.5
CH011_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9789,1923,9353,30396,4692,2637,23449,1323.5,1316,1733,1687,3538,682,19341,3456,543.5,10324,116,16490.5
