,TR:UZ039:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
UZ039_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,846.5,376.5,2301.5,26104,1095,2048,1539.25,777.25,395,423,522.25,2171.5,427.5,23029.8,469.5,473.75,2054,101,17372
UZ039_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,846.5,376.5,2301.5,26104,1095,2048,1539.25,777.25,395,423,522.25,2171.5,427.5,23029.8,469.5,473.75,2054,101,17372
UZ039_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1041,483.5,1943,21489.5,1380,2175,1704,888,348,596,539.5,2591,646,19010,572,701,1591,89,17487
UZ039_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1118,403,2710,27730,1185,2274,1813,825,332.5,448,488,2437.5,464,22378,373,422.5,1920,127,17175.5
UZ039_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1088,406,3676,30752,1144.5,2333,1766,982,353,471,635.5,2355,454.5,23301,432.5,512.5,4239.5,127.5,17625
UZ039_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1205,383,2720.5,28445,994.5,1805,1877,722,357.5,468,572,2397,326.5,24581,446.5,498,2401,128,17533
UZ039_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1232,405.5,2711,27269,1296.5,2356.5,1842,801,434,329,545.5,2667.5,459.5,18964,377,516.5,2302.5,124.5,17649
UZ039_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1003,317,3074,21986,1210,2249.5,1820,631.5,1802.5,398,3015,1921,376.5,22505,447,1418,2763,105,17291
UZ039_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1143,428.5,2867,28584,990,2160,2017,619.5,369,372,636,1894,351,18133,405,329,3300,108.5,17279
UZ039_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2108,415,2212,23785,818,1780,2802,984,333,402,493,1715,358,22585.5,406,379,1622,112,17279
UZ039_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1087.5,468.5,2595,22735.5,1385,2295,1941,1730,407,489.5,605,2577.5,531,25769,512,544.5,2461,127,17118
UZ039_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1154,446,2522,29079.5,962.5,1767,1784,957,359.5,418.5,558,1950,401.5,23831,401,452,2451,118.5,17510
UZ039_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1118,372,14744,29345,1370.5,2351,1916,790.5,669,450,4500,2684,404.5,23993,427,595.5,2583,124.5,17187
UZ039_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,672,316,2341,27049.5,1345,2749,1654.5,702,361,375,468,2337,372.5,21386,363,360.5,2308.5,90,17521.5
UZ039_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1021,521,2794,27799,1522,2841,4899.5,1487,328,448,464,6683,1505,25827,395,382,2752.5,115.5,17164
UZ039_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3275.5,316.5,1152,20855,1823,1161.5,21155,1178.5,475,351.5,462,1405.5,545,20486,380.5,331,1718,119,16980
UZ039_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,994,524,2172,24869,1682,2283,2206,1085,440,641,642,2735.5,512.5,22239,714,558.5,2635,90,17210
UZ039_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,502,556.5,1771,19702,1721,1543,2165,863.5,584,1010,747.5,2522,497,24593,1127.5,613,2862.5,130,17579
UZ039_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,401,188.5,1680,20717,523,1183,852,471.5,221,288,336,1193,265,17972,223,315.5,3292.5,130.5,17026
UZ039_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,427.5,282.5,1662,10831,691,1377,2242.5,3028,265,299,298,1638,340,19875,304,314,2577.5,85.5,17602
UZ039_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,523.5,294,1982,24708,810.5,1621,1219,495,319.5,362,377,1580,318,18341,364,330,1431,119,17303
UZ039_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,927.5,286,2495,23139,961,1662,1991,505.5,341,295,386,1824,347,12421,338,327,717,115.5,17510
