,TR:CH048:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
CH048_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2118.75,514.25,5430.5,31098,1180,3409.25,3484.75,805,354.5,361,1188.5,2221,558.75,26692,419.75,378.25,2027.5,114,16403
CH048_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2118.75,514.25,5430.5,31098,1180,3409.25,3484.75,805,354.5,361,1188.5,2221,558.75,26692,419.75,378.25,2027.5,114,16403
CH048_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4896,699,7391.5,35159,3098,6670,7380.5,1795,506.5,511.5,1484.5,13144,5390,35527.5,563,500,3322,98.5,16118.5
CH048_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4964,439.5,5656,27833.5,2270.5,5497,8036.5,2514,328,430,1061,9055,2042.5,31686.5,436,440,1968,139.5,16241
CH048_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4346.5,496.5,5635,33498,1221,3947.5,3349,872,328,402,1372,2031.5,411,25377,379,398,2590.5,95,16310
CH048_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3643,424,6128,29345,1064,2914,3242,1052,322,346.5,1267,1866,476,24973.5,380,351.5,1634,94,16287
CH048_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5167,491.5,4902,29091,1264.5,3146,2861,887,346,401,1098,1913,507,25331,409.5,444,1687,104,16298.5
CH048_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1266,428.5,8327,27476,990,2664.5,2718,623,3160.5,291,5736,1347,448.5,18698.5,352.5,642,1121,116.5,16657
CH048_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5047.5,452.5,6172.5,36866,984,2532,4194.5,698,992.5,326,1414,1416,411,19298,334,427.5,1176,125,16587
CH048_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,21732,666,8373.5,33844,1254,4191,7565,1048,428,488,1452,4691,900,31975,576,463.5,2428,105,16264
