,TR:CH043:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
CH043_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2851.75,917,5838.25,35993.5,1496.25,2762,10190.3,675.5,493.25,337.75,877.5,2781.25,689.5,23253,376,422.5,2554.25,102,15765.3
CH043_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2851.75,917,5838.25,35993.5,1496.25,2762,10190.3,675.5,493.25,337.75,877.5,2781.25,689.5,23253,376,422.5,2554.25,102,15765.3
CH043_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6564,823.5,13378,49137,2379,4709,15904,769,522.5,375,1234,10871,6070,29519,487,833,5275,82,16013
CH043_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6655.5,760.5,10859.5,48999,1776,4043,13466,1219,445.5,414,1105,5114.5,1526,28158,425,367,4252,95,15569.5
CH043_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3346,721.5,4569,33120,896.5,2852.5,10356,1256.5,425,417.5,1127.5,2291,472,18383,395.5,462,3787,109,15791
CH043_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5323,779,4124,43067,1047,1975,12013,955,439,426,1071,1849,1145,10832,445,460,2180,83,15625
CH043_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7921,823,6718,47452,1961,3500.5,11282,1235.5,414,403,1081,5288,1357.5,27246,414.5,461,3580,83,15583
CH043_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4045,777.5,4084,39398,930,2043.5,8948,533.5,3557,287.5,2799,2166.5,520.5,16313,345,488.5,1104,117.5,15578
CH043_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1190,534.5,791,15842,472,780,3511,889.5,1722,309.5,730,613,332.5,7672.5,262,395,756,131,15562
CH043_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,13260,886,7441,41278.5,900,2224,25526.5,766,578,341,927.5,1676,422.5,27373,409,527.5,2202.5,78,15691
