,TR:KI019:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
KI019_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3468,825.25,7660.5,39467,1715.25,3626.5,11704,843.5,390.75,403,855.5,1647.25,554,28936.8,519.25,450.25,2293,101,14981
KI019_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3468,825.25,7660.5,39467,1715.25,3626.5,11704,843.5,390.75,403,855.5,1647.25,554,28936.8,519.25,450.25,2293,101,14981
KI019_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5538.5,1200,8273,37528,2369,4792,17413.5,1649.5,570,568,1087,3944,2236,32404,655,499.5,3046,125,14853
KI019_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5261,862,8500.5,36766,1212.5,3059,18418,1568,471,594.5,960,2987,1036,25365,647.5,413.5,2007,113.5,15294
KI019_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4872,733,9093,40852,1621,3921.5,13122,1181,353.5,340,989,1894,494,27130.5,490,357.5,3535,82,15151.5
KI019_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4754.5,694,7298,41844,1365,3151,12512,964.5,374,433,816,1829,495,28296,457,361,2455,122,15158
KI019_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7869,798.5,8156,34562.5,1923,4173,14286,1523,418,342,897,2969,986,30835,483,417,2918,89,15188.5
KI019_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4298,996,11359,46494.5,1256,4320,14755,1176.5,2225.5,461,2933,2409,860,32438.5,547,857,2419.5,90,15052.5
KI019_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9626,NaN,3742.5,28550,813,2390,16929,1221,703,564,1112,2567,905,18072,643,541,1305,71,15422
KI019_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,22099.5,433.5,13841,37043,1058,2813,27811,1256,498,295,1061,2701,651,23080,527,301,1592,90.5,15031.5
KI019_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6906,1020,8571.5,41198,1936,4617,23126,2051,472,482,997.5,3714.5,1424,31469.5,636,434,2460,79,15264
KI019_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7932,764,6889.5,43298,1185.5,3227,22826,2098,454,664,793.5,2995,1019,27234,630,371,1837,88,15055
KI019_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2442.5,681,26945.5,41498,1862.5,4208,15259,1365.5,734.5,376,2901,2826.5,1076,30835,490,510.5,2921.5,112,15121
KI019_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4487,622.5,10395.5,44314,3324,7538,21049,1855,477,463,1056,4297,1757,33697,479,361,3059,85,15218
KI019_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10046,1304,10752,43101.5,4051,6524,33443,2296,463,418.5,1002,9588.5,5960.5,33442.5,572.5,524,2983,109,15205
KI019_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7739,718,1367.5,20980,4202.5,2638,56523,2515,654,525.5,948.5,9613,8286,23126,399,511,5519.5,102.5,15042.5
KI019_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,17656,913,9367,34066,2989,5367,32081,2027.5,509.5,444,967.5,6466,5130,27834.5,316,455,2305.5,123,15166
KI019_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8280,1002,10129,34689,2235,4983,33881,2427,497,594,1011,7381,5172,26473,712,546,2417,117,14912.5
KI019_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2144,546.5,3523,33120,981.5,4436.5,20449,1843,369,590.5,734.5,2369,2317,18210,516.5,399,1111,106,15116
KI019_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5739.5,1227,9102,29381,2641,5117,34020,5031,427.5,517.5,892,6340,3734,33004,652.5,492,2802,116.5,15197
KI019_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2225,1059,8548,37320,1890,3923,19064,1520,342,341,931,2844,1091,31700.5,541,483,2860.5,82,15119
KI019_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4305.5,1040,8937.5,36985.5,2601,4977,22434,1498.5,444,464,1014,4198,2432.5,35174,443.5,437,2664,125.5,15107
