,TR:KI043:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
KI043_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4893.5,504.5,9521.5,37159,1702,4744.25,9146.75,1352,375,393,573,2408,623.5,26265.3,497.75,400.25,5694.5,131.25,15438
KI043_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4893.5,504.5,9521.5,37159,1702,4744.25,9146.75,1352,375,393,573,2408,623.5,26265.3,497.75,400.25,5694.5,131.25,15438
KI043_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6645,625,9917,35751,2178.5,5613,10310,948,458.5,455,500.5,1499,2127,23437.5,544,516.5,6055,107.5,15529.5
KI043_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7447,594,10542.5,34931.5,1844,5307,9472,1169,413,477,678.5,3104.5,853,28688,552,500,5766,138.5,15238
KI043_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7672.5,574,10678,37862.5,1390,4808,7385,785,457,370,751,1941,440,26519,472.5,440,7977,92,15529
KI043_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,13925,602,11409,36420,2252,5402.5,10699,967,433,357,605.5,1962,522.5,28111,462,472,5883,107,15340
KI043_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7316.5,523,9865,41959,1933.5,4925.5,6992,1495,510.5,311,638,1937,727,24430.5,422,456.5,5410,82,14970.5
KI043_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2921,566,11726,43275,1803,5150,9874,1151,2655.5,323,2314,3122,819,25157,554,882.5,6011,114.5,15203.5
KI043_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7500,481.5,9093,47037,1492,4548,12612.5,1181,616,376,694,2334,565,25896,590,473,4797,148,15737.5
KI043_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,31643,593,14884,36466,1090,5594,22480,1488,451.5,438,1040,1820,490.5,28850,525,494,4781,120,15515.5
