,TR:KI026:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
KI026_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9443.25,556.5,8944,29057.5,3208.5,3909.25,12020.3,917,334,434,597.25,2158.75,599.25,26744,694,509,6148.5,107,15360.5
KI026_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9443.25,556.5,8944,29057.5,3208.5,3909.25,12020.3,917,334,434,597.25,2158.75,599.25,26744,694,509,6148.5,107,15360.5
KI026_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11548,673,9668,29981,3550,4213,14437,1128.5,316,623.5,766,3124.5,1247,30927,1006,500.5,7280,84.5,15533
KI026_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10770,516,9833,30443,3419,4196.5,10957.5,731,282,573,648,2063,574,28504,756.5,460,7776.5,89,15293
KI026_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,13154,454.5,9576,37436,2516.5,3604,17010,1043,244.5,580,677,1758,466,25538,836.5,436,9142,116,15565
KI026_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12707,662.5,9622,30661.5,2891,3447,11659,813,246,331,518,1767.5,356,23091.5,752,614,6994,124,15726
KI026_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12208,488,8785,25850,2614,2948.5,9008,805,294,372,625,1750,484.5,23715,648,492.5,7142,145,15695
KI026_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8667,590,10567,33904.5,2827.5,3644,14846,831,1779,474,1416,1944,521,22987.5,663.5,764.5,6708,150,15665
KI026_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10589,514,9403,30027,3001,3486,12450.5,782,543,451.5,729.5,1726,431,24834,631,649,6486.5,115,15617.5
KI026_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,37597,517,11366.5,30684.5,2540.5,3507,26704,1336,304,472,525,1455.5,346,27488,836,623,5688,151,15461
KI026_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7900.5,635,9515,30489,3534.5,4182,12583,1402,376,567,666,2467,652,30650,829,545.5,6922,92.5,15153
KI026_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12518,605,8550,30258,3103,3695,11762,742.5,306,584.5,706.5,1542,394,24973,840,447,7114,167,15474
KI026_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8215,520.5,28411,29946.5,3389.5,3810,11362,787,890.5,539.5,2071.5,2033.5,520,28250,817,582,6998,127,15424
KI026_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11099,706,9267,29565,4145,6144,11814,1111,290.5,496.5,511,2446,694,27234.5,834,384,7133,123,15066.5
KI026_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10784,843,9666,27927,3522,4566,21026,1696.5,266.5,577.5,738,6525,3028,24857,756,548,6946.5,143,15234
KI026_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,16618,372,1133,14497,4769,2102.5,45283,1400,403,283,712,970,2664,17621.5,457,428.5,9393.5,115,15219.5
KI026_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11930.5,635.5,10245.5,28227,3815,4767,20264,1696,316,503,690,4875,2016,30350,994,615.5,6568,138,15440
KI026_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11487,637.5,10137,30038.5,3827.5,4540,16048.5,1574,315,599,882,4419,1807,29519.5,850,572,7155,147,15273
KI026_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12029,514,8706,29230.5,3365,3434,11272,1273.5,294.5,482,425,1881,476,23380,750.5,431,6634,124,15221
KI026_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10644,536.5,10240,20541,3480,4005,14628,2840,297,520,691.5,3441,1129,26380,803,431.5,6931,121.5,15187.5
