,TR:KI048:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
KI048_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3551.25,1001,6184.25,38180.3,2739,3029.5,19791,1214.75,522.75,294,968.75,1892,475,31544.8,471.5,475,3310.25,100.5,16583.3
KI048_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3551.25,1001,6184.25,38180.3,2739,3029.5,19791,1214.75,522.75,294,968.75,1892,475,31544.8,471.5,475,3310.25,100.5,16583.3
KI048_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4859,1183,5894,37216.5,3887,4187,21591.5,1746,672.5,538,1004,3711.5,1668,36524,709,432,4305,94,16825
KI048_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3114.5,3431,5563,35359,7940,3453,26127,1937.5,2909,3232,2183.5,5011,664,28827,5073,907,6805,110,16744
KI048_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3025,1563.5,5431,39721,4168,3100,16272,774,1138,1363,1259,2422.5,341,26011,2220.5,596,5811,109,16779
KI048_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9862,921,5742,39824.5,2611,3425,20299,897,476.5,374,836,1624,371.5,28954,515,383,2852,112,16862.5
KI048_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4445.5,1022.5,7680,34851,2974,3860,19260.5,907,463,417.5,851,2814.5,564.5,25584,628,570,2757.5,116,16726.5
KI048_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3983.5,1084,7911,37701.5,3292,3622,18602,852,3568,367,3307,2296,414,29565,341,1524,3115.5,89.5,16822
KI048_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4328,780,6106.5,41405.5,2153,2309,15760,760.5,865,252,774,2173,289.5,23380,437.5,414,3397,86,16964
KI048_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10551,1274,8185.5,48283,2277.5,3257,24603,1409,373,471,1155.5,1468,318.5,27858,972,345.5,4347,97,16380.5
