,TR:IB065:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
IB065_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2106,678.5,4458.5,17025.5,3379.25,5163.5,11973.3,947.75,580,454.75,704,4129.5,718.5,25804,622,512.5,5232,105.5,17066.3
IB065_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2106,678.5,4458.5,17025.5,3379.25,5163.5,11973.3,947.75,580,454.75,704,4129.5,718.5,25804,622,512.5,5232,105.5,17066.3
IB065_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3103.5,1034.5,6141.5,21755,5808.5,8382,13564,1617,599,524.5,866,13447.5,5733.5,32794,907,653,6680,135,17349
IB065_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2620.5,836.5,5413,20279,5212,7576,12943.5,1903,482,500.5,800,9502,2216.5,30683,727,555.5,6340,154,16818
IB065_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2676,844,3550.5,16292,2889,4107,11560,1286,451.5,320,586,5661.5,563.5,19921,474,402,7911,134,16898.5
IB065_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2395,956,4743,18156,2750.5,4549.5,12408,1192,648,395,750,4006,566.5,22816,522,425,5561,115,16910
IB065_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2541,1048,4679,18917,4660,6845.5,12873,1574.5,529,514.5,782.5,7906,1649,27095.5,707,576.5,5965,85,17003
IB065_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1746,850,6343,19148,4354.5,6012,12358,1079.5,3377,388,2673,5042.5,750,27938,709,1103.5,6403.5,85,16887
IB065_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2955,1038,5471,15936,4130,6413,12945.5,1421,1625,425.5,801,6294.5,1097,31514,677,557,6206,113.5,17141
IB065_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6600,1029,7144,21870,2182,6121,14585,1312,1364.5,498,826,6397,1028,35528,699,544.5,6032,87,17349
IB065_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2522.5,823.5,4635,20325,4517,6570.5,12776,1665,536,488,665.5,6430,1116,29956.5,753,483.5,5887,91,17141
