,TR:CH053:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
CH053_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7828.5,1037,3814.5,36801.5,1499,3286.25,14433,839.25,454,374,843,2302.25,442.5,28659.8,439.25,442.5,3024.5,107,16097.5
CH053_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7828.5,1037,3814.5,36801.5,1499,3286.25,14433,839.25,454,374,843,2302.25,442.5,28659.8,439.25,442.5,3024.5,107,16097.5
CH053_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4529,610.5,1999,32162,1080,2323,17241,918,632,652,1004.5,3634,1079,21822.5,696,637,4613,93,16387.5
CH053_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2508,634,660,16801,631,828,4303.5,1688.5,728.5,420,738,697,510.5,6844,366.5,348,861,87,15677
CH053_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12116,1098.5,4140,39074,1519,3065,12470,1063.5,340,392.5,945,1816,357,27996,393,384,4030,148.5,15908
CH053_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5423,860,4710,29796,1372.5,2488,11129,649.5,373,317,798,1340,579.5,20945.5,375.5,290.5,2439,120,15867
CH053_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,21534,1218,4959,30927,1241.5,2711,29404,1082,442.5,445,764,2760.5,522.5,20333,487,NaN,3604.5,132,15696
CH053_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12182.5,1100,5866,31250,1489.5,3529.5,21522.5,926,3316,549,3954.5,2522,490,26692,463.5,703,3905,124,14590
CH053_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5345.5,1112,4628,41163.5,1171.5,2974,21949,964,920,401,873.5,2012,385,24696,442.5,469,2922,115.5,15566
CH053_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12815,1137.5,5440.5,39616.5,957,2291.5,26080,1125.5,493,544,964,1487,349.5,25665,583.5,333,2404,139.5,16349.5
CH053_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4537,1315,3298,41959,1730,3631,19780,3449,592.5,510,1043,4150,711.5,31989,620.5,402,4198,132,16440.5
CH053_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12525,1070,3523,37667,1400,2400,17495,749.5,396,499,777,1672,381,29635,464.5,363,3843,114,15833.5
CH053_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4770,1061,18590.5,39628,1717,3886,13022,997,1278.5,342.5,6014,3640,661,31977.5,477,540,3992,123.5,16275
CH053_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5517,1089.5,4023,28665,1849,4795,16014,1706,436.5,322,915,4117,757,30142,359,274.5,2364,131,15807.5
CH053_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12749.5,1311,4427.5,28181,1884.5,4477.5,25388,4020.5,418,262.5,749,12966.5,1976,35497,389,222.5,3722,86.5,15981
CH053_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,17725.5,498.5,1100.5,21834,2115,1095,42236,2587.5,615,481,667,1125,335,19733,329.5,285,845,144,15629
CH053_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4565,1226.5,2927.5,40978.5,1115,3477.5,32658,6491,620,731,1011,5115.5,717.5,24580,822,589,2249,154,16361.5
CH053_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4996,1129,3273.5,32831.5,1727,4392,19837.5,3342,383,488,834,4512.5,638,33131.5,455,350,2733,82,16218
CH053_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12316,935,3199,33720,1544,3924,15396,1777,409,293.5,771,2937,553,31227,373,210,2646,119.5,15940
CH053_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9642,1190,4718,20841,1746.5,3968.5,22237.5,4863,405.5,349,804,8315.5,992.5,36663,458,387,3943,148,15797
CH053_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11691.5,838,3055,43875,944.5,2745,17656,780,388,343,799,1792,523.5,25319,423,490,2259.5,73,16017
CH053_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11374,969,4561,32912,1412,2874,15933,761.5,362,306,740.5,1981,378,27511.5,371.5,495,2554,82,15931
