,TR:IB013:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
IB013_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,857,529,2418,29368,1945.5,2841,5087.75,840.5,386.75,354.5,621,3335,957,24079.5,393.75,437.5,1046.25,109.5,15986.5
IB013_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,857,529,2418,29368,1945.5,2841,5087.75,840.5,386.75,354.5,621,3335,957,24079.5,393.75,437.5,1046.25,109.5,15986.5
IB013_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1270,759,1024.5,10684,3976,933,8605,1379,521,606.5,800,11873,6012.5,7401,605.5,589,1879,92.5,16322
IB013_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1175.5,458,2781,34293.5,2494.5,3312,5646,653,354,312,707.5,4709,1515,26772.5,366,359.5,1342,95,15824
IB013_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1161,550,3136,36081,2321,3302.5,4182.5,1173.5,473,409,852,2743,539,28861,377.5,387.5,1476,125,16105.5
IB013_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1259,485.5,2031,33798,1044.5,1975,4204.5,650,415,368,694.5,1832,517.5,25954,434,397,1262.5,87,15743
IB013_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1309,556,3003,34374,2168,2513,4500,595.5,435.5,329,706.5,4371,730,24812,328,498.5,1212,76,15790.5
IB013_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1239,555,3796,33440,1993,3091,4463,595,3237,398.5,2758.5,3445.5,793,29068,365.5,1220,1354,79,15747
IB013_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1015,570,3215,25942.5,1757,2529,5391,595.5,1245,412,676,2893,790,28341.5,424,500,1233,123,15799.5
IB013_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1645,499,3375,35793.5,828,1430.5,6669,557.5,336,307.5,733,1361,422,20059.5,384,377,1334,103,15891
IB013_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,562,715,712,13497,2834,1325,7871.5,1559,959,551,880,6182,1859,6895,690,526.5,1252.5,81,15673
IB013_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1224.5,575,2641,29783,1229,1967,4659.5,776,330,397,552,2123,552,19679,327.5,351,868,89,15684
IB013_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1063,628.5,14390,33047.5,2497,3321,6231,1046,1064,496,4215,5040,1510,25515,403.5,500,1322,121,15887.5
IB013_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1234,409.5,2911,31479,3814,4825,7918,977,355,264.5,754,5759.5,1648,30545,352,347,1346.5,94,15667
IB013_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1457.5,808,3207,32183,4556,5042.5,18259.5,2490,427.5,409,583,12388,5929,31352,415,358.5,1424,124,15864
IB013_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2507.5,459,984,18364,4938,1280,30106,1788,477,313.5,831,1509,3215,23647,282,320,1301,95,16195
IB013_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1165,705.5,3182,27857,2998,3944,14990,2068,437,335.5,689,9033,4517.5,29598.5,416,458.5,1263,105.5,16150.5
IB013_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1091,705,2882,27915,3828,4402,12319,1543,506.5,522,743,11080,5058,30003,555,381,1209.5,96,16290
IB013_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1051,560.5,2035.5,23842.5,2271,3072,7393,611,336,404.5,410,4138,1626,26611.5,415.5,300,819,93.5,15754
IB013_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1316.5,472.5,2507.5,21282.5,3066,3403,11014,3440,432,473,540.5,6289.5,3050.5,21040,357,368.5,1304,97,16415
IB013_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1041,457.5,2073,28699,1480,2183,4482.5,650.5,367,312,530,2944,670.5,19171,337,323,824,114,16227.5
IB013_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1103,542,2901.5,31514,2557.5,3416,7317,630,444,321.5,706,3975,924.5,28295.5,344,388,1318,84,16356
