,TR:CH029:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
CH029_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2067.25,765.5,2753.75,26842,847.5,2263.5,6219.75,765.5,405.75,462.5,656.75,2167,471,21118.5,560.25,431.75,2866.75,117,15374.8
CH029_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2067.25,765.5,2753.75,26842,847.5,2263.5,6219.75,765.5,405.75,462.5,656.75,2167,471,21118.5,560.25,431.75,2866.75,117,15374.8
CH029_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3402,938,3034.5,23242,1050,2904,6681.5,973,533,548,812,5180,1497,18960.5,493,563,3911,103.5,15271
CH029_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3193,855,3570,30466,954.5,2828,11845,2174,506,666,742,4624,832,26057,699,562,3237,104.5,15768
CH029_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1121,862,3232,31550,616.5,2031,6500,1290.5,483,857,752,2000.5,438,19872,678,489,2473,92,15736
CH029_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1079,780,3501,33143,584,1983,7043,1462,512,954.5,696,2702,491.5,22711,653.5,487,1787.5,131.5,15980
CH029_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,15083,899,4429,32358,631.5,2550,15308,1490.5,540,941,711.5,3194,615,25503,686,524,4087.5,95.5,15781
CH029_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4047.5,731,3899.5,27950,727,2401,7424.5,804.5,3382,387,3807,2276,405.5,19641,476,968,3524,103.5,15844.5
CH029_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8003,803,3646,29866,746.5,2141,9367.5,817,876,422,698,1925,451.5,18072,540,520,2085,108.5,15773
CH029_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,14009,811,3473,21141,995,2225,11780,1224,489,321,746,1690,397,22711,486,486,2411,86,15465.5
