,TR:CH025:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
CH025_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3489.5,511.5,3225,28342,1158.5,2497.5,4093,773.5,350.5,539.75,548.5,1900.5,455.25,21389.5,628,440,3434.75,112.25,16235.5
CH025_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3489.5,511.5,3225,28342,1158.5,2497.5,4093,773.5,350.5,539.75,548.5,1900.5,455.25,21389.5,628,440,3434.75,112.25,16235.5
CH025_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4072,739.5,3614,22618,1728,4196,6426,1865.5,501,661,579,7582,2582.5,29207.5,922,589.5,2532,88,16060
CH025_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4481.5,786,3485,25007.5,1489,3916,8942,2236,320,662,624,9935,3174,28561.5,678.5,367,2944.5,105,16120
CH025_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5584,488,2881,30361.5,1031,2247.5,2825,678.5,322,470.5,513,1956,373,22422,709,416.5,2761.5,153,16172
CH025_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5543.5,567,4177.5,26450,1082,2585,3187,809,388.5,642.5,628,2485,403,27269,687.5,366,3498,139,15904
CH025_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,16428.5,579,3631,19895,910,2227,8689.5,866,388,637,441.5,2711.5,715,18614,585,379,2820,126,15175
CH025_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2599,552.5,4795,40413,799,2580,6818.5,1081,4232,660.5,2995,2402,516,22965,701,912,2755.5,141,16091
CH025_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2514,546.5,3961,44498,1020,2421,6303,672,1317,369,682,2267,444,19318,585,408.5,2768.5,132,16641
CH025_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1912,602.5,2561.5,20934,744.5,1726.5,2688.5,638,384,444,442,1410,336,24695.5,563,503,2319,131,16502
CH025_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2121,637.5,4931.5,34643,1283,3270.5,6353,1499,398.5,646,682.5,3692,713.5,27073,880,387.5,6582.5,126,16687
CH025_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6343,540,4120,27881,1017,2158,3499,887,386.5,616.5,526.5,2163,417,26704,799,401,4528,140,16403
CH025_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2328.5,570,22088,40090,1247,2912,5941.5,952,1462,703,4323,3172,695,27061.5,983,482,4197,135,16790.5
