,TR:KI046:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
KI046_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5423,553.75,9513.75,37055,2210,4695.5,7182.75,1060.75,478.75,580.25,629.25,2892.75,614.25,21931.8,794.25,494.5,10315,112,15573
KI046_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5423,553.75,9513.75,37055,2210,4695.5,7182.75,1060.75,478.75,580.25,629.25,2892.75,614.25,21931.8,794.25,494.5,10315,112,15573
KI046_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6160,737,10583,38162.5,2782,5969,8231,1348,586,719,730.5,5269.5,1937,26727,1032,624,12023,119,15462.5
KI046_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4662,709,10525,41983,2985.5,6733,16647.5,2471,439,685.5,595,8512,2574,28365,981,525,9858.5,135,15753
KI046_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3859,641,10253.5,37736,2104,4804,5843,1049.5,436,742,806,2623,490,20241,863,537.5,13470,87,15756
KI046_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3734,632.5,10070.5,38485.5,1961,4302,5774.5,1073.5,509.5,540,598.5,3233.5,539,20495,944,428,10995,130,15515
KI046_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,34008.5,665,9231,34805,2379,5544,14480,1033,546,498.5,674.5,3563.5,849,22711,877,437,10871.5,90,15530
KI046_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7726.5,621,11975,38267,2448.5,5227,7678,1001,3423,557,3074,3514,711,20299,956,1034,10886,111,15699
KI046_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8142.5,583.5,9918,44129,2170.5,4514,9496,1266,1212,552.5,592,3185,675,19791,810.5,537.5,9885.5,89,15657.5
KI046_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,35428,625.5,11599.5,46448.5,1497,5689,24303,1621,418.5,523,534,2416.5,513,27650,888,563,9226,94,15655
KI046_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6798,754.5,10330,43829,2779,5986.5,13935,3680.5,545,724,987.5,5217,1352,26645.5,1031,551,11284,103,15652
KI046_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8655,698,9880,42583,1891,4514,9001,1308,536,609,695,2304,519,23760.5,833,523,11910.5,164,15668
KI046_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3591,625.5,32392.5,38208.5,2569,5540,7063,1015,1464,512.5,4715,4253,1041,24880,866,645,11266,83,15756
KI046_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7226,622,10917,38336,3768,8724,7820,1094.5,583,522.5,700,4595,1080,24995.5,989,455,11070,104,15500.5
KI046_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,14781,1221,11470,42283,3324,6982,30350,3744,561,671.5,648,18072,8940,30904,886.5,548,11478.5,86,15721.5
KI046_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,25607.5,495,1963.5,24165,2878,2833,32612,943,607.5,464,725,2334,845,19133,522,483.5,14952,105,15187
KI046_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8005.5,696.5,10584,39362.5,2719,6093,17518,2336,405,470,619.5,6601,1767,28273,652,545,10564,138,15457
KI046_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3836,4967.5,9406,37944,7119,5478,8215,1475,3348,5711.5,3959.5,6971,832.5,22411,9825.5,968.5,17667.5,137,15706
KI046_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3966.5,496,10781,39190,2390.5,5349,9663,1375,420,502,664,3671,747.5,25873,848.5,364.5,11970,163,15486
KI046_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8048,780,11265,47002.5,2662,5837,18510,8028,528,488.5,690.5,5521,1139.5,28319,824.5,426,11465,139,15710
