,TR:UZ004:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
UZ004_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1515.5,936,2642.5,27788,1926.75,2769,10599,640.75,402,312,1033.5,3321.75,805,16977,388.25,388.75,1464.5,99,15351
UZ004_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1515.5,936,2642.5,27788,1926.75,2769,10599,640.75,402,312,1033.5,3321.75,805,16977,388.25,388.75,1464.5,99,15351
UZ004_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2254,1955.5,3153.5,25019,2715,3392.5,11411,913.5,1149,865,876,7732,3519.5,22433.5,1830,550,1206,115.5,14953
UZ004_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1833,3381,2418,22226,3304,3182,8785,3396,2179,2159,1474,6087.5,1650.5,18464,4904.5,1029,2611,111,15816.5
UZ004_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2663,754,1533.5,19329.5,1244,2076,6929,571,283,277.5,1458.5,2250.5,479,8213,299,455,1215,123.5,15113.5
UZ004_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1989.5,776,2248,24026,1253,1860,8099,533,437,247,710,2138,499.5,7446,287.5,320,674,90,15700
UZ004_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3839,797,6143.5,32820,1605,3310,8445,508,488,347,760,3798,1287,14881.5,346,425,969,127,15092
UZ004_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,883,705,3262,22468.5,1280,1918,7779,517.5,1847,513,1918.5,2475,586.5,5454,334.5,740.5,901.5,123,15870
UZ004_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,940,827,3724,31020,1219,1860,8424.5,532,744,367,851,2140,678.5,12688,364,397.5,785,103,15803
UZ004_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2097,1299,1715,17090,752.5,1348,5369,533,661,482,803,1225,378,5405,654,NaN,890,114,15007
UZ004_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2830,1370,4717,34735,2532,3661,13851,1240,681,524,1246,5198,1608,7321.5,875,618,1881,84,15096
UZ004_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2257,1040,2885,29658,1539.5,2254,9531,800,571.5,382,718,2328,544.5,21741,461.5,489,1165,74,15198
UZ004_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1364,567,15256,22365,1221.5,1839,7429,515,1000.5,456,4000.5,2354,532.5,7834,546.5,545.5,676.5,112.5,15626
