,TR:IB028:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
IB028_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1608.25,717.75,6185.75,41266.3,3058.5,3266.75,15916,699,429,355,770.5,3870.5,1064.5,28491.5,468,405.25,1142,104,16539.8
IB028_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1608.25,717.75,6185.75,41266.3,3058.5,3266.75,15916,699,429,355,770.5,3870.5,1064.5,28491.5,468,405.25,1142,104,16539.8
IB028_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2328,1139,8691,36843,5634.5,5621.5,22355,1324.5,517,564,908,11232,9845,38827,614.5,561.5,1465,95,16703
IB028_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2603,822,5687,33070.5,3259,2714,17510,1079.5,385,459,722.5,4469.5,2369.5,33682,388,345,1090,88,16281.5
IB028_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2643,810,7608,38538.5,3832,4288.5,18802,1256.5,444.5,419,1052,2799,1957,31802,428,454.5,1451.5,105,16415
IB028_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2080,637,6742,44121.5,2486.5,2745,14752,552.5,377,306,607,2966,714,27764.5,392,301,987,117.5,16426
IB028_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,959.5,748,4906,33232.5,2970,3964,14615,993,382,310.5,667,2724,1732,33440,396,432.5,1088,126,16466
IB028_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1328,840,9283.5,36543,2620,4036,17602,881,2247.5,379,3723.5,2916,1454,30475.5,430,1188,1272,115,16495
IB028_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1367,779.5,9138.5,44456,3624.5,3537,16818,787,1042.5,365.5,816,5324,1456,32655.5,504,466.5,1238.5,92,16680
IB028_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3755,880,8675.5,35285.5,1846,2310.5,18871,545,473,335,955.5,2044,507,32183,397,527,1326,113,16264
IB028_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1137,1022.5,5581.5,41457,4097,4367,19771,1412,461,423,844,6240,2802,33382,528.5,487.5,1342,144,16657
IB028_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2374,829,5098.5,34985.5,2408,2435,19148,1036,460,315,691.5,2544.5,616,32563.5,411,318.5,1016.5,80,16357
IB028_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1896,822,18179,35689,3430,3751,16437.5,1000.5,579,385.5,3647,5411,1888,33959,362,347,1237,110,16587
IB028_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2407,833,7709,34005,6722.5,5901,20428.5,1354,385,403.5,712,5965,3718,33117,399,320,1412.5,137,16296.5
IB028_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3891,1455.5,8066,51065.5,5721,4587,29207,3303,474,388,933,11415.5,8850,36197,362,466,1363.5,98.5,16633
IB028_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5300,1011,2021.5,27961,5787,1823,51342.5,2017,631.5,474.5,1025,17441,14561.5,24916,422,315,1760.5,111,16400
IB028_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2700,1092,8946,45194,4267,4793.5,27995.5,1810,465,418,851,13847,10886,37420,539,486,1281.5,126.5,16657
IB028_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2259,997.5,7163,45990.5,4909,5039,26669,1693,501,460,865,11524,8481.5,36751,564.5,379,1414.5,126,16381
