,TR:CH045:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
CH045_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2168,412.25,8253.25,35873.5,1014.5,2795.25,1958.75,1117,402.5,490.75,756.75,1931.5,424,28445.5,474.5,471.25,5924.75,104.75,17423.8
CH045_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2168,412.25,8253.25,35873.5,1014.5,2795.25,1958.75,1117,402.5,490.75,756.75,1931.5,424,28445.5,474.5,471.25,5924.75,104.75,17423.8
CH045_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6094,628,11769,38227,1971,5142,3798,1484,550,664,930,9947,3345,42241,648,400,8700.5,120,16980
CH045_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3341.5,490,9809.5,38550,1975,4816.5,5884,2301.5,326.5,415,856,7802,1837,40245.5,414,392.5,7303,83,17026
CH045_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4843.5,448,10099,38342,1170.5,3413,2136,1022,323,405,889.5,2293,357.5,35608.5,539,523.5,8294.5,151,17372
CH045_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1459,357,9000,38030.5,866,2676,2296,1283,388.5,410,905,2228,372.5,31675,454,514.5,7098,146.5,17337.5
CH045_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1185,377,9773.5,31098,796,3160,1275.5,1264,316,421,970,2814.5,527,33417,420.5,499.5,7650.5,147,17152.5
CH045_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4314.5,491,12963.5,40765,1173,3548,2750,973.5,2763,432,6626,2228,674,32875,515,596.5,7043,113,17533
CH045_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1619,266.5,11165,34144,681.5,2492.5,1809,556,887,397,586.5,1561.5,334,23139,426.5,378,5025.5,127.5,17256
CH045_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,18318,656,12987,38850,780,3940,7649,1637,495,439,1489,3076.5,552,38181,691,567,7978,102,17233
