,TR:IB066:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
IB066_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2346.5,1401.5,5993.25,26299.5,6307.5,6903.5,18492.8,1194,591,394.5,1784.25,6636.5,1289.5,27107.3,477.5,574.25,3985.25,91.5,16760.3
IB066_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2346.5,1401.5,5993.25,26299.5,6307.5,6903.5,18492.8,1194,591,394.5,1784.25,6636.5,1289.5,27107.3,477.5,574.25,3985.25,91.5,16760.3
IB066_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10113,2417,6882,18856,7292,5422.5,21349,1382.5,806.5,480,1851,11399.5,3919,32046.5,567.5,633,5529,82,16964
IB066_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4946,1757,5683.5,19803,5422,4805.5,20057,1667,516,424,1645,4785.5,2022.5,28435,457,622,2792,89,16925
IB066_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1180.5,956,3837.5,13460.5,3476.5,3468,21695,765,489,274.5,1928,3484.5,658,17898.5,416,539.5,4963,138.5,17148
IB066_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,20957,1733,8441,20057,4916.5,5732,19826,2007,569,341,1870,5919,1440,31873,403,436,4485,99,16694
IB066_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6670.5,1931.5,6437,21303,4218,4743,19664,1553,626.5,344,1916,5068,885,29496.5,418,479,4816.5,108,16848
IB066_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3650,2000,6319.5,19110,5127,5582,20368,939,1890,309,2564,5212.5,1220,28850,544,884,4497,136,16736.5
IB066_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4129,2006.5,6388,9203,2766.5,2701,19560.5,621.5,857.5,315,1673,3486,649.5,26127,526,690,3358,67.5,16604
IB066_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11489,2371,8966,15728,2290,2629,22111,657,1019,357,1603,3620,527.5,29796,527,596.5,3368,115,16464
IB066_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3385,1611.5,5579.5,27604,7185,7977.5,19133,1386,851.5,559,1797,8683,2084,26000,667,612.5,4859,100.5,16987
IB066_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2077.5,1177.5,5377,28042,4550,5360,17287,1381,650.5,306,1994.5,6263,951,24926,543,588,4775,121,17264
IB066_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1412,1133,4747,28653.5,6645,6162.5,19203,1504,673.5,316,2012,7758,1661,22641,500,629,3174.5,109.5,16528
IB066_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4807,1030,5370,28896,8460.5,8317,17391,1392,503.5,277.5,1626,8881,1803,20160.5,420,387,2194.5,122,16640
IB066_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3502,1153,5127,29704,7144,7693,17795,1936.5,632,266,1575,10106,1515.5,17437,404,459,2081,74.5,17033
IB066_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3378,1558,1470,11381,6562,1589,40378.5,731,956,217,1766,2607.5,754,NaN,386,NaN,990,141,16918
IB066_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7388,2434,11392,17411.5,4095,3969,23726,984,794.5,313,1589.5,3750,806.5,32035,521,702,4315,121,16586
IB066_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5984,1214.5,10003,33223.5,8010,8897,17818,1716,739.5,260,1421,9741.5,2872.5,21903,534,466,2589,122,16802
IB066_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1533.5,1195,3796,25111,6644,5479,17944.5,1111,566,342,1386,7682,1765,11996,567,696,3662.5,94,17102
IB066_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7396,763,6713,27581,5955,7331.5,16461,1552,621,587,1963.5,8600,1937,15367.5,413,399,2070.5,149,16675.5
IB066_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1703,1174.5,5776,29519,6057.5,6835,17795,1450,533,301,1956.5,7278,1218.5,24580,523,522.5,5172,111,17056
IB066_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5654.5,1982.5,7543,15409,3601,4517,19179,769,597.5,401,1613.5,3447.5,653.5,29727,437,418,6155,79.5,16941
