,TR:CH007:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
CH007_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1598.25,617.5,5893.5,41844,897.75,2976,11757.8,1292.5,422,559,641.75,4133.25,814.75,22930,800,486.5,4724.75,113.75,16073
CH007_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1598.25,617.5,5893.5,41844,897.75,2976,11757.8,1292.5,422,559,641.75,4133.25,814.75,22930,800,486.5,4724.75,113.75,16073
CH007_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4976,790.5,8061.5,36951,2379,5479.5,19295,842,497,492,689.5,16571,8397,31885,705.5,575,6417.5,87,16229
CH007_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2419,749.5,8247,38613,2142,5081,17702.5,1802,464.5,445,753,10746,3648,30050,679,440.5,5879,114.5,16397
CH007_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2099,562,5546,44267,795.5,2933,17887,1877,446,446,591,6266,628.5,20472,756,428.5,5473,105,16299.5
CH007_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3768.5,529,8846,43725.5,1258.5,3347,15923,785,362,408,841,5326,1040,21003,670,582,6836,103,16409
CH007_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3248,680,8224,43252,1733,4416,20818,805,452,405.5,798.5,10031,3482.5,27650,714,522,5431,137.5,15918
CH007_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2838,637,8051,42560,1447.5,3700,22953,812.5,2809,463,3282,7981.5,1884,25007.5,646.5,722,3426,118,15786.5
CH007_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2324,583.5,8371,38451,1592,3691,14908,906.5,820,406,586,5953.5,1356.5,18602,656,549,3345,88,16386
CH007_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4342,769,7573,40713,630.5,2611,26080,836,504,500,759.5,3006.5,602.5,26173,588,554,3481,91,16148
