,TR:CH022:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
CH022_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6662.5,573,9075.5,38405.5,1125,3098.25,7110.5,1056.25,388.75,465.75,771.5,3032,535,24430,720,409.5,5207,119.75,16017.8
CH022_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6662.5,573,9075.5,38405.5,1125,3098.25,7110.5,1056.25,388.75,465.75,771.5,3032,535,24430,720,409.5,5207,119.75,16017.8
CH022_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11566,834,15799.5,30038.5,2041.5,5045.5,13262,1797.5,481,541,1033.5,7611,1749.5,29519,559,572.5,9121,108,15789
CH022_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3491,456,7485.5,44083,626.5,2476,14017,2056,330.5,641,778,5098,779,15723.5,866,317.5,3068,84.5,16235
CH022_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3736.5,548.5,8465.5,44244,1056,3419.5,10921,740,316.5,419,655,2333,425.5,22699.5,604,484,7123.5,128.5,15714
CH022_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11974,535,7996,28769.5,949,2185,11275,657,336,393,679,2360,373,17206,516,337.5,1498,90,15571
CH022_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,16987,621.5,9736,45952,986.5,3250,14613,1929,364,515.5,687,4514,752,23172.5,853,462,4064,103,15858
CH022_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3380,473.5,7811,31458,798,2100.5,15686,1562,3361.5,498,3417.5,2170,400,13131.5,550,838,2156,88,15860
CH022_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3783,534,7536,30304,874,2432,14317,1578,778,442.5,932,4235,435,16477,591,400,2816,100,15854
CH022_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,36143,740.5,11223,33051,934.5,3001.5,19075.5,1437,353,340,705,2012.5,399,22480,619,588,6244,129,15690
CH022_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4738,755,11923,34470,1599.5,3905.5,10557,2041.5,349.5,519,954,5639,846,28146,782.5,458,8820,132.5,16203.5
CH022_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9901,600,11784,45975.5,1270,3582,17910,2361,361,539.5,684,4843,661,25665,690.5,455,8549,105.5,16567
CH022_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3378,652,38497,30881,1227,3601,11327,701,2769.5,405.5,6035.5,3694,647,23380,647,638,6421,88,16415
CH022_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12773,644,12539,36466,1678,5607.5,12421,1743,343,507,1440,6335,1291,28596,906.5,525.5,6565.5,97.5,15767
CH022_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8369,707.5,9705,45860,2350,6246,18452.5,3069,408,377.5,1165,9738,2709,21199,553,490.5,2804,104,15902
CH022_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10319,479,1145,23449,1784,1535,21603,886,474.5,284,687,1519.5,1308,6472,315,301,821,90.5,15369
CH022_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8314,813,13832,50614,1464,5202,17898.5,2829,343,661,1404,10346,2399.5,28746.5,955,533,6885.5,127,15663
CH022_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5325,858.5,10176.5,42455.5,2233,5417,20714.5,3018,462,752.5,996,10467,2544,26484.5,866,439,7454,138.5,15947
CH022_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3531.5,780.5,6554,45940.5,1410,4434,17148,2517.5,347,658,824,6823,1210,19872,786.5,458,7354,111,16337
CH022_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4308,712,6147.5,32415.5,2280,5437,16190,4837,335.5,355.5,596.5,7418,1378,18210,884.5,453,2066.5,90.5,16218
CH022_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3120,622,11300,43875,1467,3570,11028.5,1763,425.5,668,824,4226,680,27799.5,1026,495.5,7088,134,16201
CH022_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8525,499,7102,43748.5,808.5,2457,14726,2243,365,804.5,901.5,3192,615,17333,889,431,2201,109.5,16285
