,TR:CH051:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
CH051_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3167.5,637.25,4064,22999,2635.5,2756.25,13224.5,567,390.5,416.75,737,2143.75,483,22030,455.5,417,2255.5,120.5,16813.5
CH051_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3167.5,637.25,4064,22999,2635.5,2756.25,13224.5,567,390.5,416.75,737,2143.75,483,22030,455.5,417,2255.5,120.5,16813.5
CH051_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4180.5,849,3378,19872,3543,3373.5,14276.5,921.5,512,715,950.5,5648,2371,24165,835,486.5,3732,85,16906.5
CH051_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5226.5,760,3120.5,19064,3185,3122.5,14220.5,960.5,527.5,579.5,621.5,4265,1106,22457,670,356.5,1736,106.5,16488.5
CH051_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4643,606,3350.5,19491,2100,2234,12869,515,409.5,367,643,1627,425,20310,411.5,369.5,1879,101,16679
CH051_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6711,796.5,3325,20980,2232,2111,14435,637,462,625,896.5,3431.5,675,19422,803,465,1826,99,16964
CH051_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4994,591,3490,19375.5,2766,2531.5,13906,582.5,407,323,610,2627.5,599,21257,423.5,473,1870,92,16779
CH051_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2172,555,5044,18487,2261.5,2325,12163,489,2193,295.5,3048,2914.5,568.5,18475.5,416,630.5,1435,106,16849
CH051_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2216,500,4663,20934,2155.5,2205,14142,492,705,324,617,1816,546,18879,352,302,1683,90,16895
CH051_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7248,572,4803.5,20472,1490,1997,14239.5,581,311,317,678,1232,309,20587.5,375,353,1615,98,16756
CH051_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5895.5,752,3577,19964,3463,3426,15193,1846.5,481,473.5,838,5080.5,1243,26219,611,492.5,2658.5,158.5,16724.5
CH051_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5896,701.5,3146,20980,2409,2192.5,12517,603,473,551.5,722.5,1693,413.5,25111,612,461,1948,113,16895
CH051_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4831,1101,16127,20957,3420.5,3167,14157,768.5,981,1567,4686,3945,1205,25353.5,1866,560.5,2507.5,99,16687
CH051_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5634,569,3451.5,21557,3980,5245,12146.5,515.5,372.5,321,685,5244,1986,19087,423,481,1896,102,17056
CH051_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5323,746,3713,25988,3190,3282,15618.5,1974,332,319,637,9416,3820,23080,369,547,2040,136,16733
CH051_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6593.5,490,1203,16418,3929,1191,27811,1363,471,403.5,589,6158,2938,19387,364,291,1334,99,16444.5
CH051_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5229.5,560,4945.5,23334,3093,3421.5,15820,1738.5,370.5,387,695,7625,2457.5,27142,428.5,451,2109,100.5,17010
CH051_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4536,1379,3853,22157,4911,3622,15951.5,1648,959,1463.5,1645,5659,1595,23726,1667,589,4915,111,16702
CH051_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4130.5,674,3146,19433,2879,3138,13937,841.5,442,518,709,3141.5,918,24188,631,341,1735,149,17172
CH051_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4532.5,526.5,3591.5,29427,3248,3253.5,15293,3414.5,364,388,693.5,4979.5,962.5,25826.5,499,377,1797,119.5,16456
CH051_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4185.5,579,3587,21141,2748,2951.5,12894,610,378,340,635,2799.5,667,20564,497,362.5,1932,106.5,16553
CH051_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4859,679.5,4630,22434,2079,2481,13856,640,407.5,357,682,2852.5,790.5,23080,370.5,392,2527,146,17148
