,TR:CH015:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
CH015_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5339,746.5,6896.75,33823.5,1444.5,2842.5,13060.8,728.75,384,440,853,1435,460.25,19531.5,419.5,375,1795.75,103.5,16360.5
CH015_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5339,746.5,6896.75,33823.5,1444.5,2842.5,13060.8,728.75,384,440,853,1435,460.25,19531.5,419.5,375,1795.75,103.5,16360.5
CH015_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6126.5,NaN,6407,27811,1916,3282,10299,573.5,473,NaN,1161,3423,1999,NaN,769.5,NaN,NaN,150.5,16180
CH015_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3101,1102.5,8064.5,25826.5,1797,3114,11810,946,449,378,336,2709,741,24557,469,329.5,2769.5,130,16120.5
CH015_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3014,595,5100.5,35197,1231,3335,15722,1140,507,511.5,524,1083,346,17460,593,240,2828,144,16189.5
CH015_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4212.5,NaN,4599.5,28665.5,992,2502,13798,498,476.5,NaN,NaN,1141,386,18256,530,NaN,1157.5,75,16052.5
CH015_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2960,918,4993.5,30212,1154,2714,16547,514.5,354,409.5,338,1809.5,640,16966,363.5,446,2090.5,124,16100.5
CH015_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6760,NaN,10221,30154,2006.5,2797,11930,465.5,2124.5,NaN,2447,2607,659,NaN,377.5,624,1648,117,15689
CH015_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7620,442,10953,27073,2028,3705,12109,583,686,363,1035,2897,574,26219,351,430,3725.5,110,15834
CH015_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,18372,NaN,9180,28504,840,2033,21683.5,712.5,623,333,NaN,762.5,358.5,NaN,386,NaN,NaN,131,16526
CH015_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6996.5,NaN,5790,30142,1849.5,2551,20610,1322,462,NaN,734,2125,697,NaN,NaN,455,NaN,151.5,16207
CH015_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8346,NaN,8528,25434,1807,3222,15855,561,479,409,483,2420,592,NaN,358.5,NaN,2800,140,16028
CH015_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3551,414,22849,36824.5,1926.5,3830,14966,441,1101,265,4174.5,3030,837,25423,453,320,3624,115,17010
CH015_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3646,920.5,8947.5,29854,2429,5952,11043,1055,447,307.5,1007.5,3577,978,23611,304,482,2791,137,15791.5
CH015_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,36097,470.5,15070.5,40771,3098,5754.5,29358,1945,286,394.5,1209.5,9813,3302.5,13529.5,519,NaN,2801,126,15899.5
CH015_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12154.5,681,1588,24719,3309,1881,44129,1198,541,293,788,7816,2444,22480,326,233.5,3191.5,84,15841
CH015_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6664,NaN,7741,31561.5,1154,3411.5,26392,1396.5,341,NaN,705.5,4278,1983,NaN,570,NaN,1483.5,134,16193
CH015_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5241,685.5,6630,27142,2136,3988,26068.5,1817,587,821.5,664,4924,2675,24419,854,NaN,2076,140.5,16015
CH015_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4874.5,NaN,5086,30431,2296,3802,15258,1218,483,602.5,984,5022,1707,23680.5,468,299,3366,140,16024
CH015_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6913,NaN,4631,23819,2312,3575,23865,2930,435.5,NaN,799.5,4994,1497,25111,381,NaN,1427,116,15954
CH015_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4134,882,9031,28492.5,2141,3913,15085,1095,455,372,920.5,3637,770.5,29000,450,610,3650,110.5,16072
CH015_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5395,893,9292,27073,2090,3656.5,9031,505,347,482.5,953,2769.5,731,19964,449,602,3398.5,137,15810
