,TR:UZ016:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
UZ016_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2882.25,673.75,2929.25,28284.5,1244,2263.75,6308.5,893.5,433.75,544.25,767.5,2243,548.5,23616.5,610,448.25,1611,119,15153.5
UZ016_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2882.25,673.75,2929.25,28284.5,1244,2263.75,6308.5,893.5,433.75,544.25,767.5,2243,548.5,23616.5,610,448.25,1611,119,15153.5
UZ016_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3993,842.5,1955.5,26992.5,1829,2975,8589.5,1337,593.5,711.5,721.5,4627,2146.5,32012,741,402,1901,85,15469
UZ016_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2040.5,592.5,1941,25803,1277,2145,6370.5,720,341,513,632,1774,409,27222.5,540,415,1425,111,14948
UZ016_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4790,633.5,1975,36085.5,1012.5,2573.5,5098,960,328.5,498,693,1756,396.5,16020.5,519,489.5,2834,69,14513
UZ016_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4261.5,583,2011,25688,963.5,1926,5628,712,363,485,824,1651.5,435,26196,528,354.5,1424.5,100.5,15401
UZ016_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4036.5,617.5,2043.5,30766,1346,2116.5,5263.5,722,320.5,526,592,1620.5,437.5,25942,518.5,411.5,2259,96.5,14780
UZ016_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3642,594.5,5100.5,26657,1403,2537.5,5418,759,2932,580.5,5061,1649,611,27927,552,997.5,2422.5,95,15407
UZ016_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4454.5,629,2142.5,33766,1344.5,2323,5688,742,711,456,659,1714,504,26311,554,511,2036,67,15535.5
UZ016_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7923,629,3821.5,32543,781,1539.5,8052,670.5,382,600,869,1109.5,420,25296,567,413.5,1415,131,15225
