,TR:KI015:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
KI015_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3297,544.5,1672.5,23535.8,1968,3466,5490.5,841.75,416.75,411.25,488.5,1805,389,20748.8,654.5,380.75,3082.75,114.5,15707.5
KI015_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3297,544.5,1672.5,23535.8,1968,3466,5490.5,841.75,416.75,411.25,488.5,1805,389,20748.8,654.5,380.75,3082.75,114.5,15707.5
KI015_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5503,722,2410,28527,1223.5,5348,19514.5,1233,551,637,645,10450,2992,28273,688,314,4282,144,15484
KI015_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3766,451,1858,18141,1084,3998,15030.5,1325,509,491,638.5,2595,419,22145.5,549,478,4822,106.5,15497
KI015_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3083,526.5,1988.5,19075.5,1126,3682.5,12237.5,1185.5,385.5,385.5,540.5,1933,319,21822,521,287,6522,100,15483.5
KI015_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7352,561,2158,30812,1004.5,3844,11743,1010.5,472,515.5,561,1981.5,334.5,21234,611,361,3723,87,15542.5
KI015_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2829,528.5,1430,18233,2317,3053.5,7326,1271,471,339,581,2561,339,18798.5,607,404.5,1908.5,81.5,15538.5
KI015_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5936,626,3909,33858,1873,4271,14037,1445,2002.5,363,1784,2515,475,22757,606.5,476.5,4986,80,15550.5
KI015_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,409.5,456.5,437,168,251,483,1385,313,950,207,313,157,307,3831,232.5,949.5,766.5,94,16217
KI015_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,36674,599,2572,28988,1090.5,4046,27904,1457,450,444,438,2880.5,567.5,26115,590,393.5,3949.5,99,15456
KI015_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6272,636,2019.5,29589,1175,4293,19133,2382,351,535,458,3485,551,25007,600,327,4378,100,15299.5
KI015_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8166.5,595.5,2176,27881,1824.5,3522,7405.5,1593,358.5,354,433,2219,290,25111,518,316,6145,88,15818
KI015_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5743.5,484,8372.5,38208.5,1625,4359.5,10104,1439,694,355,2224,3742,611.5,25688,619,352.5,4877,58,15952
KI015_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,381,737.5,479,222,285,437,24049,2570,300,756.5,281,195,265.5,3858,269,1077,756.5,124,16796
KI015_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7435,836,2283,27488,2972,5043,25942,3224,511.5,389,639,16583,5108,24557,594,307,3781.5,126,15813
KI015_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,336,920,409,173,235,442.5,45975,302.5,778,178,925,179,1332,3322,246,1085,617,82,15219
KI015_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5919,698,1595,19203,2713,5159,18464,2432.5,487,346,620.5,9099,1391,24834,592,311.5,3194,99,15634
KI015_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5964.5,561,2083,27881,1131.5,5912,19421.5,2763,406.5,438,543,7324.5,1075,27222.5,710.5,436,4018.5,137.5,16031
KI015_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6042,654,3348.5,39721,2416,4871,10552,1861.5,397,315.5,458,3756.5,540,24453.5,559.5,363,5168,63.5,15987
KI015_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5487.5,766,2028.5,14911,1125,4743.5,33328,4817,434,517,592,6909.5,1033,25746,518,347,2897.5,103,15440
KI015_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5162.5,579,1295,25815,971,2929,14184.5,1022,559,550,621,1550,345,16976.5,621,404,1744,138,15568
