,TR:CH013:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
CH013_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1407,943.25,6417.25,31054,2592.75,2964.5,19883.5,967.5,482.75,401,937.5,3201,581.5,25030.3,470.5,408,2642.5,122,17027.3
CH013_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1407,943.25,6417.25,31054,2592.75,2964.5,19883.5,967.5,482.75,401,937.5,3201,581.5,25030.3,470.5,408,2642.5,122,17027.3
CH013_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2038,1141,7608,29900.5,3629,4305,20726,1378.5,582,333,994,8716,3179.5,31527.5,553,336,2968.5,108,16987
CH013_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1888,1056,6859,28030.5,3183,4093,21557,2016,609,518.5,1085.5,6351,1078.5,32751,499.5,516.5,2908,141,17218
CH013_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1821,1022,5886.5,29542,2719,3168,19133,1423,460,502,1072,2502.5,464.5,27234,536,507.5,3235.5,101.5,17102
CH013_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1996,1043,6899.5,29669.5,2394,3243.5,20264,1190,533,567.5,994.5,3372,592,29727,562,476.5,3316,128,17241
CH013_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1581,1081.5,5411,26796,3025,4048,20795,2104,587.5,434,993.5,6087.5,1101,32531.5,443,582,1757.5,95,17218
CH013_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1751,992,7983,28330.5,2668.5,2404.5,21141,661.5,3004.5,359,4114.5,4237,766.5,19779.5,427,666.5,1842,89,16779
CH013_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1805,1006,7912.5,28469.5,2964.5,3783,21395,1688,1180,455.5,1143,5297,876,32600.5,541,508,2537.5,92,17067.5
CH013_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6864,994,8940,40044,2143.5,2168,25434,1032.5,594,362,1266,2447,474.5,29104,465.5,537,3994,113.5,16321.5
CH013_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2209,1130,7931,34677.5,3625.5,4291,22595,2268.5,622.5,496,1120,7622,1277.5,30846.5,584,611,3912,101,16416
CH013_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1781,1010.5,5790,32577.5,3018,3513,21337.5,2012,510,343.5,878,4790,709,28665,552,452,3310,136,17195
CH013_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1680.5,1001.5,18614,31769.5,3048,3766,21164,1530,963,367,4773.5,5573,1127,32520,513,503.5,3229.5,92.5,16733
CH013_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1660,984,5950.5,29173,4359,5235,21545.5,2124,432,472,1288,6853,1338,19768,544.5,459,1693,99,16825
CH013_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1739,1417,6658.5,34331.5,5182,4742.5,26288,3197,441,496.5,1332,15190,4179.5,29450,590,529.5,2118,97,16836.5
CH013_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2487,843,1636.5,22445.5,5803,2304,46783,3899,717.5,314,743.5,13157,4359,18810,380,275,1954,105,16432
