,TR:IB036:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
IB036_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1397.25,461,2319.25,21135.8,1336,2367.25,8028.5,698,309.5,322.75,415,3066.75,1075.75,19375.8,414.75,430.75,1203.25,118.5,15222.8
IB036_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1397.25,461,2319.25,21135.8,1336,2367.25,8028.5,698,309.5,322.75,415,3066.75,1075.75,19375.8,414.75,430.75,1203.25,118.5,15222.8
IB036_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1592,532,1741,23888,681,2853.5,17610,945,341,588,489,5934,3638,16327,531,479.5,1347.5,97,15352
IB036_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1084,393,2649,25827,830,2422,10775,685,285.5,366,491,4582,1995,18637,466,477,1335,101,15053.5
IB036_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2211,424,3277,28273,928.5,2252,11718,812.5,238.5,378,516.5,2501,599,18498.5,462.5,440,1613,92,15448.5
IB036_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2367,384,3003.5,29727,592,1683,10509,593,276,406,438,2251.5,585,16666,520.5,487.5,1323,108,15458
IB036_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2960,427,2761,30189,638,1948,13517.5,649.5,267,397,432,2820,1393.5,17044.5,548,562,1344.5,143.5,14770
IB036_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2291,354,2922,28896,558.5,1698,11934,563,1075.5,334,1018,2428,693,14620,527.5,778,1157,137,15262
IB036_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2006,427,1747,16941,477,1278,16007,596,640,471,481,1834,591.5,10912,298,333,1039,70,15042
IB036_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,964,495,2028,17298.5,621.5,1351,15587,472,246,388.5,405,1146.5,395,17587,316,385.5,1066.5,127.5,15671
IB036_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1808.5,416,3600,24165,685,3141,16620,1155,327.5,458,606,4798.5,1861.5,17321.5,543,421,1250,101,15111.5
IB036_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2048,364,1488,16175,731.5,1856,9450.5,776,270,374,356,1877,583,20080,513,313,1133,97,15465
IB036_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2452,492,9777,30650,549,2556.5,15756.5,1037,369,414,1564,3485,1294,18141,475,510.5,1435.5,86,15552
IB036_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3365.5,430.5,3364,28653.5,2528,3931.5,8884,608,276,319.5,502.5,5909,2212,21303,493,489,1564,100.5,14820
