,TR:IB016:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
IB016_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,743,475.25,3069.5,31077.5,916.25,2963,8990.75,932,301,393.25,566,3183.5,926,19618,498.5,485.5,1794.25,119.75,15318.5
IB016_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,743,475.25,3069.5,31077.5,916.25,2963,8990.75,932,301,393.25,566,3183.5,926,19618,498.5,485.5,1794.25,119.75,15318.5
IB016_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,990,575,3443.5,25157,1551.5,3441,17841,1767.5,406,546,631,7621,4771.5,23299,644,581,2078,137,15796
IB016_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,579.5,445,2575,25642,608,2552,5621,1596,411.5,522,458,2326,1547.5,18429.5,606,414.5,1543,76,15441
IB016_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,942,422,2486,23172,742,2476,5094,659,315,283.5,509,1995.5,518,17713.5,513.5,353,2227.5,144,15472
IB016_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,986,420,2415,35808.5,486,1727.5,6320,684,319,675,482.5,2015,554.5,16341,589,448,1495,166,14387
IB016_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2918,533,3364,20241,485,1979,15036,1337,401,660,504,2525,1265.5,17321.5,593.5,413,1412,130,13541.5
IB016_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1313.5,532.5,4748,26207.5,604.5,2483.5,13109,646,1874,557,1434,2864.5,623,15950,668,1893,1525,112.5,15588
IB016_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1047,410,2521,34020,665,2439.5,11416,1163.5,658.5,450.5,626,2523.5,577.5,17344.5,618,447,1577,92,15558
IB016_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1380,405,2079.5,26796,459,1566,13564,572,273,302,454.5,1663.5,434,17287,432,412.5,1440,74,15487
IB016_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1012,444,2330.5,28042,1419,3089,14258.5,1773,353,591,543,4337,2159.5,21326,685,351.5,1557,140,15251
IB016_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1394,394.5,2407.5,34251,454,2030,16848,1556.5,330.5,491,583.5,2105,516,21787.5,594.5,416,2295,151,15688
IB016_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,512,403.5,11714.5,26519,482.5,2538,7518,1032,483.5,472,1686,2799.5,1195,18672,509,431,1592.5,171,15445
IB016_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,931,422,2685,35474,856,4258,20991.5,1778,441.5,576,586,5463.5,2247.5,18579,596,433,1685,157.5,15538
IB016_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,982.5,606,3591,38901.5,532,2298,21868.5,2431,395,556.5,699,6647.5,3078,15617,673.5,444,2058,79,13606
IB016_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2472.5,523,806,17841,689,1324,39870.5,1469,371,283,582.5,1300,5404,14399,296,417,1430,140,14877
IB016_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1082,356,2679,26080,1386.5,3140,15520.5,1450,311,369,530.5,7967,4192.5,21972,581,412.5,1602,104,15001.5
IB016_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,919,574,3218,34089,739,3353,24165,2051,379,565.5,581,8523,4668,23022.5,614,449,2005,95.5,15500
IB016_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,868,403.5,2572,35058.5,585,2824,13138,1288.5,366,456.5,503,2720,1221,20264,533.5,562,1623,124.5,15447
IB016_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,990,545,2779,39282,557,2326,20103,2145,321,515,585,9542.5,4890,23195,641,438,2004,124,15854.5
IB016_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,917,387.5,2791,37367,556,2426,7989.5,818.5,355,433,442,2301,650,18118,588,463,1618,107,15524
IB016_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1096,425,2353,35254.5,670,2437.5,17010,1182,384,574,471.5,2662,1490,17979,649,556,1652,97,15183
