,TR:UZ028:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
UZ028_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1073.75,902.5,2759.75,34948.8,1065.5,1976,7032,682.5,467.5,384.5,1035.5,2215.25,634.5,19843,471.75,473.5,1720,99,15094.5
UZ028_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1073.75,902.5,2759.75,34948.8,1065.5,1976,7032,682.5,467.5,384.5,1035.5,2215.25,634.5,19843,471.75,473.5,1720,99,15094.5
UZ028_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1768.5,990,2853,29612,1607.5,2235,8359,606.5,498,457.5,974,5099,2818,18095,538,416,1413.5,93,14980
UZ028_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1523,877,3298,27881,1249,2167,6279.5,575,509,340.5,915,1862.5,811,24119,534,375,1104,88.5,15265
UZ028_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1938,782,3167,36016.5,1100,1860,6537.5,605,400,365,934,1892,446.5,7229,435,454,1819,97,14724
UZ028_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1516,765,2029,25953.5,844,1589,5452,556,398,361,838,1464,383,18326,428,404,1008,91,14990
UZ028_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2341,767.5,3638.5,31643,1029,1825,4888,547,426,359,1177,2229,532,20598.5,401,372,1292,110.5,15063
UZ028_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1489,830,4236,29715.5,993,1831,6289,522,1848.5,367.5,3345,1920,505,19156,387,928,1319.5,81,14863
UZ028_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,918,824,4458,29842,896.5,1636,6087,598.5,879.5,418.5,1212.5,1722,471.5,22630,408,437,1107,76,15382
UZ028_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6468.5,985,4134,32289,673,1629.5,14207,556,447,350,1186,1278,390,21534,411.5,441,1374,111,14822
UZ028_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1868,1079,3385,32508.5,1407.5,2363,10330,1193,452.5,448,1178,4048.5,1241,19110,525,555,1074,90,14853.5
UZ028_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2343.5,819.5,3022,31723.5,1162,1705,7785,628.5,449,324,965,1639,446,22226,410,414,1469,89,15023
UZ028_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1898.5,822,15973.5,37736,1198,1749.5,7938,588,577,428,3698,2779,891,21257,406.5,463.5,1373,108,15235
UZ028_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1772.5,816,2320,32866,1835.5,3012,6203,1540,485.5,661,843,2254,549.5,17887,500,352,1105,112,15781
