,TR:KI061:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
KI061_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4678,626.75,6615.5,35572,1622.5,3987.25,8894,852.75,414,361.25,811.75,2041.25,561,28024.8,535.75,450,6180,105.75,14663.8
KI061_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4678,626.75,6615.5,35572,1622.5,3987.25,8894,852.75,414,361.25,811.75,2041.25,561,28024.8,535.75,450,6180,105.75,14663.8
KI061_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7028.5,597,7387.5,34505,2294.5,5364,11484,1074,456,593.5,752,5709,3354,31112,592,547.5,6946,139.5,14502
KI061_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3062.5,681,6259,33650.5,1705.5,4659,11668,1542,406.5,446,703,2857,823.5,29127,601.5,316,4034.5,114.5,14904
KI061_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3031.5,594,7434,38047.5,1356,4342,7932,788.5,323,417,1019,1393,356,28481,331,453.5,8087,127,14862
KI061_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7019,665,6912.5,34954.5,1377,3760,9821.5,909.5,376,403,755.5,1498,389,27350,632,528.5,6580,138,15033
KI061_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10425,854,7445,32312,1874,4486,5976,830.5,599.5,531,705,2498.5,615,29750,621,392,6622,139.5,14429
KI061_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2922,433.5,8010,32831.5,1803.5,3721.5,7988,768,3370.5,469.5,1769,2328,506,24303.5,478.5,958,6064,118,14779
KI061_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7882.5,639,7494,38878.5,1454,3565,10517,877,1177,296,877,1726.5,477,25873,482,503.5,5473,130,15107
KI061_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,43321,799,9072,37528,1106,4669.5,26657.5,1606,494,489,895,2429,399,31389,665,519,5219,150,14929.5
