,TR:IB024:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
IB024_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1047.5,461.5,2028,28336.3,889.5,2499.5,6689.5,906,313.5,490.75,494.5,3447.25,722,15089.8,509.75,449.75,1449.75,114.5,15212.8
IB024_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1047.5,461.5,2028,28336.3,889.5,2499.5,6689.5,906,313.5,490.75,494.5,3447.25,722,15089.8,509.75,449.75,1449.75,114.5,15212.8
IB024_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1388,859,2665,31758,1610,3501,10925,1081,680,796.5,620.5,9184.5,3576,19756,1247,600,2062.5,149,15613
IB024_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1657.5,410.5,2674.5,24580,1442,3469,5389,733.5,346,362,546,4362,1092.5,21695,440.5,384,1724,145.5,15053
IB024_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1941,497.5,3043.5,24107.5,1442.5,3591,7134,813,338,398,635,2907,572.5,22088,389,429,2569,100,15411
IB024_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1644.5,386,2366,25676.5,670,1639,4911,628,256,281,436,1956,391,20195,366,292,1010.5,123.5,15394
IB024_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1507,426,1722,33051,501.5,2273,12240,810,284,330,375,3160,871.5,6136.5,439,519.5,690,156,13805
IB024_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,805.5,502.5,2232,23565,483,1900.5,10960,664.5,1691.5,706.5,1510,2681.5,634.5,14125,640,1285,1369,103,15034
IB024_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1908,403,2246.5,25273,1042,2219,6057,579.5,680,385,556,2891,573,19503,452.5,358,1231.5,84,15490.5
IB024_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2093.5,477,2443,26207.5,571,1597.5,8500,555,290,310,466,1827,364.5,16941,425,415,1668,97.5,15093.5
IB024_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1172.5,381,1518,34874,1721,3355,15733,1256,281,604,544,4783,1049,11429,620,349,1931.5,96,14967
IB024_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2579,425.5,2806,25226,669,1913,5119.5,607,295,343,452.5,2063.5,465,18141,399,343.5,1955,130,15096.5
IB024_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2114,411,14684.5,30766,1507,3334,5724.5,603,727.5,303,3278.5,5341,1367.5,18752.5,411,483,1828,87,14834
IB024_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1613,414,2258.5,24707.5,2341.5,4742,6950,578,302,332,553,4665,1139,18256,443,404.5,1540,94.5,14961
IB024_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1543,501,2311,26415.5,1467.5,3161,20356.5,1773,292,307,384.5,9841,2980.5,16917.5,457.5,326,1201,92,14924
IB024_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2558,365,736,23114.5,2428.5,1291,33385,574,346,278.5,566,1502,2742,17564,255,391.5,1550,84,14782
IB024_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1702,610,2964.5,31700.5,1819,4115,26911,1958,428,348.5,638,8037,2388,20841,756,489.5,1706,82,15352
IB024_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1844.5,560,2825,25134,2344.5,4350,14029,1427,369,346,674,10278.5,4209,25550,659.5,436,1799,96,15595.5
IB024_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2467,412,2881,25388,1628,3342,9687,604,347,339,525,4757.5,1240,21268,644,434,1870,139,16144
IB024_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1899.5,543.5,1523.5,21834,1558,3472.5,13364,2183,353.5,692.5,433,5189,1371.5,21280,455,483,1303,110,15635
IB024_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1948,469.5,2466,26127,1064,3005,4045.5,611,325.5,357,470,2154,482,20218,463.5,367,1645,86.5,15431
IB024_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1897,421,3123,24049,1385,3213,9791,644.5,405,372,547,4117,911,20737.5,413.5,528.5,2010,108,15037.5
