,TR:KI059:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
KI059_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1632.75,633.5,7128.75,42287,2026,3715,15253,1006.5,436.25,308.5,844.25,1638.5,516.5,29633.5,415.75,334,2223.75,96.75,16611.8
KI059_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1632.75,633.5,7128.75,42287,2026,3715,15253,1006.5,436.25,308.5,844.25,1638.5,516.5,29633.5,415.75,334,2223.75,96.75,16611.8
KI059_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2588.5,808.5,8762.5,43821.5,3164,5178.5,16587,1324.5,516,519.5,1064.5,4874.5,3235,35054.5,544,402.5,2810,110,16372
KI059_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1218.5,761,6485,41226,2825,4777,20279,3258,440,360,1007,5199,1769.5,26346,344,402,2421,84.5,16772
KI059_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2511.5,568,6556,44294.5,1863,3318,14225,1079,479,379,588.5,1558,414,26057.5,365,463,2979,105,16241
KI059_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1112,746,6597.5,41664,1582,2967,14309,1044,429,337,793,1902,415,25077,482,496,2422,122,16818
KI059_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9213,722,7874,39127,2376,4197.5,17095,916,362,406,878.5,2097,666.5,21501,452.5,427.5,2536.5,107.5,16598.5
KI059_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2923,708,11005,44340.5,2463,4436,14403.5,1104,4487,383,4394,2732,864,28584,474,1738.5,2667,109.5,16680
KI059_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3919,719.5,8504,43441,2357,4172,16261,1141,1073,419,880.5,2258,676,31398,454,372,2372,133,16345.5
KI059_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,14091,749,8231,40188,1513,4799,23854,1410,470,358.5,582,3536,1067,34905,507,533,1953,120,16795
KI059_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KI059_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2131.5,541,5797,40695,1796,3199.5,14497,969.5,401,375,809.5,1240,441,28538,425,372,2551.5,121.5,16564
KI059_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2074,738,29714,41503,3061,5319,16107,1298,1255,364.5,4782,5673,3197,33036,446.5,545.5,2398,83,16390
KI059_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1150,707,6025.5,41122.5,4166,7929,14204,961.5,376.5,347.5,953,3425,1334,26957.5,384,298.5,2401.5,84.5,16345.5
KI059_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2985.5,827.5,5883,38665,2675,4570,25331,4523,372.5,418,731.5,9011,6038,31121,333,411,1915,78,16691.5
KI059_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9311,369,1156.5,21594,2288,1732,30371.5,826,674,344,484.5,1010,460,10852,346,277,3269,63,16472
KI059_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1223.5,680,8164.5,43971,2448.5,5087,21340,2962.5,406,393,966.5,3297,944,37673,459,409,2289,120.5,16313.5
KI059_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1059,737,7692,47340,2148,3925,15678.5,1051,483,349,1000,1883.5,557,27938,452,400,2754,117,16657
KI059_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1833,714,7589.5,43856,2424.5,4558.5,16933,1703,411.5,389,978,2293.5,763,33890,481,489,2485,88,16449
KI059_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1897,707,7974.5,32483,2541,5039,22516,10654.5,422.5,360,700,3028,927.5,34824.5,466,364,2429,125.5,16795
KI059_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1478,667,6766,42495,1824,4076,14168.5,1048,393,382,893.5,1777.5,608,29299,435,293.5,2697,134,16472
KI059_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3161,792,8211.5,44536.5,3022,5050,27638,3484,469,436,1348.5,8346.5,4635,35885.5,527,398.5,2736,132,16818
