,TR:IB061:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
IB061_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1191,614.5,1229.25,24702.3,2675.5,2546,13635.5,1058.25,365.5,584.75,568,2130,641.75,15829.5,689,410.25,1381.25,110.75,16772
IB061_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1191,614.5,1229.25,24702.3,2675.5,2546,13635.5,1058.25,365.5,584.75,568,2130,641.75,15829.5,689,410.25,1381.25,110.75,16772
IB061_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2459,638,1569,22655,2924,2630.5,13608,712,403,348,506,2783,1386,18836.5,417,479,1244,77,16564
IB061_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2172,1183,1459,28607,4265,3354,15467,1796,696,369,859,3849,1263.5,21858.5,1936,667,1970.5,80.5,16414.5
IB061_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2488.5,537.5,1498,28238,2867.5,2292.5,12212,682.5,304.5,317.5,597,2638,419,18548,376,327,1892.5,85,16933
IB061_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2452,580,1461.5,27384,2243,2269,12206.5,752,293,395,602,1813.5,444,20394,361,377.5,1524,93.5,16518
IB061_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2251,542.5,1530,26069,2848,2862,13019,715.5,343.5,368,496,2771,984.5,18940,378.5,367,1280,104.5,16818
IB061_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1955,563.5,1900,27153,2469.5,2687,12119,2343,1983,1506,2282.5,2576,690,18341,1653,1676,1407,79.5,16933
IB061_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1858,551.5,1857.5,27892,2195,3339.5,12471.5,701,1105,348.5,520.5,2868.5,1060,22943.5,390,339,1111,85,17083.5
IB061_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2976,874.5,1887,26415,2182,2164,16980,1313,549,352,725,1487,474,24546.5,962,487,1298,84,16633
IB061_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2107,855,1680.5,30775,3336,3891,14772,2572,439,340.5,614,4302,1772,24154,529,498,1943,119,17095
IB061_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2701,644,1308.5,27961,2218,2143,14040,806.5,337,350,596.5,1759.5,485,20071,387.5,381.5,1775,95,16910
IB061_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2435,625,8025,28099,3391,2879.5,13091,820,899,301,3398,2695.5,1127,20566.5,471,643,1359,100,16650
IB061_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1861,578.5,1504,23370,4052,4587,12024,690,304,290,513,3416,1302,21778,383,454,1525,72,16979.5
