,TR:CH023:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
CH023_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523.75,383,2636.75,29981,726.5,2206.5,4554,948.5,374,391.75,521,2647,381.75,18775.5,441,445.25,4032.25,121.5,15728.3
CH023_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1523.75,383,2636.75,29981,726.5,2206.5,4554,948.5,374,391.75,521,2647,381.75,18775.5,441,445.25,4032.25,121.5,15728.3
CH023_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2610.5,556.5,3031,33789,881,2821.5,11183,1533,576.5,554,649,7612,1611.5,19203,795.5,520.5,5828.5,105,16044
CH023_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2057.5,421,2871,34677.5,773,3042,9384,1855,412,479.5,563,4495.5,546,19756.5,583,404,5920.5,109,15807
CH023_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1214.5,466.5,2499,33166,425,2123,7978.5,1966.5,366,810.5,781,2054,295.5,16316.5,635,514,5842,132,15997
CH023_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2655,438,2902,36743,530.5,2302,7990,1447,396,557,598,2327,356,19872,533,360,4492,95,15528
CH023_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1903,426,2904,39213,544,2819,7510,1578,293,496.5,556,3803,492,20472,560,373,4705,161,15161
CH023_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1905,472.5,4180,38301.5,458,2508.5,7631,1290.5,3766,363,1741,3032,494.5,17218,589.5,437,6732,89,14867.5
CH023_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4832.5,509,4233.5,31873,1379,3634,6681,1237,1476,323,697,4174,522.5,21626,502,539,6369,105,16011
CH023_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,15632,468.5,2057.5,32174,382,1621,19018,1529.5,403,530.5,504,1803,307,14753.5,604,408.5,3079,130.5,15472
