,TR:KI010:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
KI010_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2199,745,6485.25,39155,1346.25,4513,9304.75,1272.25,435.5,439.5,1090.5,3125.5,774.75,33679.5,587,494,3177.5,125,14928.5
KI010_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2199,745,6485.25,39155,1346.25,4513,9304.75,1272.25,435.5,439.5,1090.5,3125.5,774.75,33679.5,587,494,3177.5,125,14928.5
KI010_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4382,1077.5,8677,39859,2615.5,7391,18302,2415.5,601,535,1179,11163,6727,43898,693,598.5,4042,101.5,15114
KI010_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3792,819,7494,37944,2036,6126.5,15287,2233,462,490,989,5555,1505.5,36582,522.5,472,3496,79.5,14906.5
KI010_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3848,795,7209,41290,1265.5,4580,12328,1977,503,410,1246.5,3464,617.5,35451,512,675.5,4505,91,14849
KI010_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4598,775,7721,40009.5,1255,4546,12277,1779,478,402,1234,3985,804,35266,508,445,3397,76,14876
KI010_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,18418,945,7379,35312,1729.5,5419,21152.5,2193,567,592,945.5,4853,1322,36997,659,596,3445.5,115,14107
KI010_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4716,795,10323.5,40274.5,1822.5,5842,13638,1985,3668,515,2974,4646,1359,38243.5,568,1736,3044,115,15082.5
KI010_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1430,802,7545.5,41001.5,1825.5,6050.5,14646,2213.5,1237,435,1163.5,5027,1362,37205,564.5,569,2494.5,108,14709.5
KI010_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10334,789.5,6233,36397,922.5,4053.5,18395,1506,423,376,978,2446,611,37805.5,479.5,637,2697,110,14693
