,TR:IB058:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
IB058_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1954.5,844.5,2603.75,28053.5,3622.5,3304.5,19133.5,1208.75,395.5,395,725,2850.5,697.5,24672.5,652.25,422.25,2194.5,119.75,16507.3
IB058_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1954.5,844.5,2603.75,28053.5,3622.5,3304.5,19133.5,1208.75,395.5,395,725,2850.5,697.5,24672.5,652.25,422.25,2194.5,119.75,16507.3
IB058_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5555,1283,3164.5,34331.5,5505,4424.5,20483.5,1605,571,552,884,4990,2220,22411,1390,530,4697,86.5,16207
IB058_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4292.5,1152.5,2121.5,24891.5,4048,4242,17598.5,1309.5,542.5,625,600,3245,913,17402,1672,482.5,2448,103,16056
IB058_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3492,725.5,1220,22906.5,2350,1902,16217,725.5,407.5,NaN,548,1644.5,381,8841,895,348,3654,93,16548
IB058_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4224,969.5,1832.5,29750,2504,2016,17864,1389,330,498,496.5,2531,482.5,14036,1091,514,2454.5,132,16733
IB058_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3719,767,3636.5,25665,4309.5,4270.5,17749,1500.5,377.5,678,663.5,3857.5,856.5,15038,507,508,2608,134,16160
IB058_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3862.5,959.5,3844,27788,4239,4169,17633,1114,1157,347,1296,3360,607,15981,822,556,2527,79,16825
IB058_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3442,786.5,2151,31458,3867,4255,17679,1382.5,679,314.5,537.5,3238,542,18602.5,668,373,3015,92,16351
IB058_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6824,812,3692,24165,1988,2276,21983.5,1381,340,481,692,1661,385.5,25976.5,792,625,1965,122,16318
IB058_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2105,1135.5,2434,27950,3463.5,4318,18302,1778,366,429,822,2840,622,25850,1122,530,1731,90,16225
IB058_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2834,824,1959,26576.5,3111,2489,18210,1045,415,264,934,2221,491,21060.5,897,583,1474,125,16341
IB058_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1148,1047,4668,28388,4449,4578.5,18049,1355,416,268,1098,3432,751,27627,784,330,1888.5,127,16744.5
IB058_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3337,1035.5,1924,22665,6428.5,5032,19698.5,921.5,420,442.5,862,3522,990,21672,532.5,362,1786,89,16416
IB058_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2843.5,1227,3600.5,25630.5,4717,2665,25988,1996,513,NaN,NaN,8505.5,3638,18579,472,449.5,NaN,130,16133
IB058_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5440,944,859,16481,5934,2049.5,43044,1925,614,NaN,NaN,1535,1359.5,27073,416.5,315,3846,99,16018.5
IB058_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3256,1084,2412.5,28942,4708,3896,24165,2076.5,355.5,493,869.5,6151,1734,23368.5,600,376,2463,139,16435
IB058_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2613,1254,3168,28642,5560,4568,22849,1964,473,457,783,5290,1900,28296,913,462.5,2132,157,16733
IB058_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2300.5,1025,2263,29381,4591,4687,18718,1351,433,352,901.5,3491.5,816,27742,702,500,2346,105,16169
IB058_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1340,1145.5,3058,26149.5,4566.5,4455,21995,1624,360,243.5,810,4798,1376.5,26981,749,405,2646,134,16456
IB058_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1435,1114,2349,28596,3355,3130,18741,1041,495.5,340.5,855.5,3198.5,653,23542,598,501,1873,92,16664
