,TR:KI057:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
KI057_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5227.5,717.25,13894.8,36600.5,3894.5,4943.25,7440.25,1061.5,322.75,388,946,1887,536,30267.5,550.5,483.5,4313.5,100.75,16645
KI057_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5227.5,717.25,13894.8,36600.5,3894.5,4943.25,7440.25,1061.5,322.75,388,946,1887,536,30267.5,550.5,483.5,4313.5,100.75,16645
KI057_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6971,1641,14247,38112,4501,5606.5,9314.5,1216,419.5,577,NaN,3039,1438,34870,834.5,399,6246,112,16285.5
KI057_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6320,804,15451,35943,4674,6183,14018,2633,403.5,440.5,1256.5,4542,1863.5,38066,656,359,4520.5,89,16562.5
KI057_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6534,232,13008.5,36969.5,3714,4672,7658,984,278,430,677,1661.5,440,27107,657.5,432,4621,122,16469
KI057_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6876,1210.5,13123,37996,3850,5211,8976,1229.5,346.5,397.5,498,1921,568,29483,642,441,4153,118,16991.5
KI057_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,18802,881,14619,34790,4389.5,5579.5,9567,1001,294,338,765,2308,696.5,27615,678.5,415.5,3738,75,16397.5
KI057_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4035,1014,16910,35262.5,4206.5,4583.5,8171,1024,2605,361,NaN,2035,594,26208,646,727,3895,85,16499
KI057_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5791,NaN,14677,37466,4159,4401,8248.5,983,951,442.5,NaN,1984,588,26415,597,463,3540,114,16449
KI057_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,27592,388,19817,38861.5,2165,6287.5,22609,1387,361,455.5,469,1740,459.5,35297,664.5,410,3391,105,16328.5
