,TR:IB063:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
IB063_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3590.5,978.5,9217.5,39957.3,2107,6266.25,13219.5,1908.5,499,442,1361.5,6960.75,1847.5,20858.3,611,589.5,4898.5,127,15782
IB063_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3590.5,978.5,9217.5,39957.3,2107,6266.25,13219.5,1908.5,499,442,1361.5,6960.75,1847.5,20858.3,611,589.5,4898.5,127,15782
IB063_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1815,1868,7285.5,41947.5,1196,5430,25250,2832,1340,1771,1633,8487.5,2850,19295,3458.5,987,3915.5,93.5,15629
IB063_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6774,1037,8126,42963.5,1180,5375,24072,3182,531,962,1195,6313,2270,18533,1058,630,3451,90,16018
IB063_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2452.5,710,10592,32508.5,2844.5,5960,8981,1305,348,344,1866.5,6271,1348.5,19791,544.5,468,6790,93,15246
IB063_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12823,925,12346,35682,2455,5750,21972,2866,526,372,1550,6313.5,1649,22641,489,526,4374,168,15883
IB063_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6607,1145.5,9684,42213,2876,6602,12660,2063,463,411.5,1450,7669,2232,19756,677.5,620,4585,141.5,15869.5
IB063_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2544,1182,11671.5,41567,3036,7002,21580,2100.5,1356,524.5,1738,7636,2455,22295,498,977,4637,100,15872
IB063_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5151,725,6432,36282,782,3773,21695,2374,434,904,1196,4147.5,1231.5,14022,742,540,2063.5,154,15604
IB063_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1783,762,12333,30004,1434,3797,10910,1371,578,347,1102,4327,869,19676,523,450.5,2938.5,131,15656
IB063_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5544.5,769,6474.5,41844,1325,5708.5,21857,2823.5,417,965,1265,7626,2585,19537.5,1197.5,482,3473.5,108,15564
IB063_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7499,633.5,6407,44152,803,5282,21026,2989.5,421,1046,1834,6156.5,1504,15261,906,541,7313,93,16116
IB063_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,16981,759,11181.5,32381,3189,7384.5,11106.5,2059.5,377.5,324,1728,7795.5,2322,21234,603,427.5,3279,108,15523
IB063_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6878,828,9599,33397,4222,8636.5,9073.5,1623,551,402,1176,8140,2456,24049,687,448,3715,167,15811
IB063_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10445,939,9747.5,31458,3349,7033,22088,3087.5,425,673,1496.5,7809,2476.5,22111,864,445.5,4507,166.5,16271.5
IB063_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5077,1034,1679,20264,1090,3091,32912,1314,647,545,1607,4050,1980.5,15861,343,480,5923,79,15322.5
IB063_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5763.5,1540.5,10173,33928,3387,7048.5,18579,2381,770.5,952,1580,8409,2838.5,22791.5,1808.5,651,6428,105,15912.5
IB063_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9890,1462.5,10649,41498,3860,7353,10179,2568.5,832,904,1593,8593,2658,23437.5,1742,607,6198,96.5,15909
IB063_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7961,777,11211,34400.5,1059.5,5790,21764,2693.5,431,572,1528,7705,1718.5,17667.5,730,487,5805,98,16090.5
IB063_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9163,821,11551,32462,3053,7145,7319,1309,421,400,1844.5,8711,2344,22734,529.5,533,6583,92,15980
IB063_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5798,872.5,8398,34458,2817,6592,9344.5,1627,624.5,359,1110,7922,2434,21152.5,566,425.5,3229,164.5,15439
IB063_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9405,1338.5,8046,37378.5,1684,6660.5,19826,1305,553,383,1182,5631,2170.5,19341,498.5,471,5262,112,16249
