,TR:CH028:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
CH028_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3117,874,3308.75,30984.5,1212.5,2159.5,8752,629,341,375,708,1861.5,429,20483.5,359.5,340,2953.5,111.25,15537.5
CH028_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3117,874,3308.75,30984.5,1212.5,2159.5,8752,629,341,375,708,1861.5,429,20483.5,359.5,340,2953.5,111.25,15537.5
CH028_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2248,1040,3667,26450,1444,2472.5,9616.5,701,464,465.5,816,3538,1703.5,17172,469,520.5,2972.5,124,15226
CH028_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1915,657,2394,29381,956,2335,20045,1761,363,335,676,4353,1565,18810,417.5,280,1794,147.5,15780
CH028_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2056,718.5,2835,26392,1161.5,2064.5,6627.5,551.5,298,289.5,578,1276,270,14835,336.5,365,2764,68.5,15266
CH028_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1944.5,835,2490.5,32820,951,1676,11875,651,309,271,583.5,1432.5,336,17841,262,340,1941,86,15695
CH028_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,25111,905,3090.5,23703,1095,1951,16791.5,526,305.5,424.5,648,2795,602,22549.5,373,513,2548,106,15363
CH028_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2332,899,5703,26680,1354,2634,8086,690,2141,280,4759,2213,553.5,23172,284.5,599,1971,136,15644.5
CH028_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1929,740.5,2878.5,26496,1040.5,1792.5,10265,586,567,319,591.5,1439,359,15542.5,257.5,435.5,1583.5,121.5,15135
CH028_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11759,910.5,3798.5,35474,858,2087,21995,1424,462,333.5,780.5,1429,398,22688,371,519,1977.5,129,15915.5
CH028_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2418,936.5,3030.5,34389,1403,2562,13740,1928,443,398,755,3368,831,22329.5,501.5,419,3338,128.5,15730
CH028_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3697,681,2493,26727,1001,1757,10387,739.5,317.5,333.5,628,1249,318,17148,307.5,273.5,2575,96,15923
CH028_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6895.5,704.5,26461.5,38497,1249,2867,14606,880,698,464.5,3817,2277.5,626,17241,450,218.5,7944,102,15815
CH028_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1822,719,2585,26819,1596,3427,6811,491,309,394,559.5,2569,598,18660,314,543,2307,119,15834.5
CH028_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3648.5,558,2996.5,27384.5,1414,2819,17933,2350,412.5,461,581,10330.5,4468.5,5759,307,410.5,2270,122.5,15388.5
