,TR:KI025:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
KI025_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1670,497,6508,33097,922,2850,5002,634,310.75,412.5,648.5,1112,418.75,28111.5,501.25,392.75,4545.25,110.75,15201.8
KI025_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1670,497,6508,33097,922,2850,5002,634,310.75,412.5,648.5,1112,418.75,28111.5,501.25,392.75,4545.25,110.75,15201.8
KI025_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2376,559,7161.5,34712,1323,3732,7534,1103,433,450,733,2505,1112,32289,572,417,5311,124,15287
KI025_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1830,415.5,7066.5,29461.5,1087.5,3232,7559,1147,318,424,554,2053,519,29935,553,419,5138.5,132,15289
KI025_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2142,579,6900,35451,849,2998,4636,838,352,488,776,1283,313.5,26045.5,554,413,6426,139,15190
KI025_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4141,521,7350,34758,791,3100.5,6217.5,825,293,357,735.5,1324,329,29739,528.5,463,5083,127,15348.5
KI025_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3625,433,7279,28630.5,1092,3218,6820,1161,367,441,784.5,2139,634,27269,563,458,4810,102,15292
KI025_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2732,441,9345,30443,1096,3211.5,6655,951,3440,512,2405.5,1705,514,26715.5,560,1171,5088,83,14890
KI025_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3647,431.5,5191,36628,1084.5,2949.5,8246,1442.5,680,532.5,550,1590,490,24211,562.5,487.5,3141.5,127,14965
KI025_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,14819,480,9042,30684.5,684,3837,14986.5,790,289,367,547.5,1261.5,300.5,29589,477,524.5,2988,133,15506.5
KI025_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2813,437,6684.5,29866,1180,3502,8533.5,1447,361.5,483.5,745.5,1707,533,31112,600,356,4273,149,15383
KI025_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3009,472.5,5428,33789,887,3046.5,8696.5,1196.5,338,453,773,1708,333,30454,578.5,414,4764,92.5,15346
KI025_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2123,559,30166,34643,1154,3512.5,6991.5,1045,1039.5,441,3642,2248,753,30096,547,487,5266,139,15128
KI025_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3350,524,7631,34920,1770.5,5785.5,9197,1368,352,490.5,910,2533,693,30004,588.5,365,5084,88.5,15155
KI025_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5638,581,9282,36939.5,2082,4871,21129.5,1894.5,353.5,463,858,8284.5,3622,32150,546,423,5602,63.5,15014
