,TR:KI063:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
KI063_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3174,676,12783.8,43644.5,1601.75,4720.5,7968.75,897.75,369.5,371,980.75,1663.75,519.5,26288,484,438.75,6797,104.5,15209.5
KI063_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3174,676,12783.8,43644.5,1601.75,4720.5,7968.75,897.75,369.5,371,980.75,1663.75,519.5,26288,484,438.75,6797,104.5,15209.5
KI063_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,58069,829,25792,45386.5,9939.5,15818.5,37020,3466,518,500.5,1140,6938,5061,43321.5,927.5,429.5,7506.5,125,15093
KI063_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5019,600,11509,46137,1911.5,5146,12545,1571.5,439.5,312,1160,2994,1044,28411,411,358,5848,85,15077.5
KI063_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5259,497.5,14388,47117.5,1406,4029,6747.5,873,386,295,1123,1441.5,420,24338,541,326,7771,89,15010
KI063_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5874.5,522.5,11563,40898,1214,3878,6829,943,418.5,451,647,1321,419,22826,455.5,558,8019,90,15123.5
KI063_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7616,763,10766,36143,1346,4206,5633,827,455.5,397,994,1434,631.5,24511,534,339,6298,86,15102.5
KI063_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5070.5,556,17103,41290,1471.5,4670,7483,873,3887,366,4108,1742,586,25873,559,909,7190.5,90,14941.5
KI063_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5841,513,15584,40805,1976,4321.5,6998.5,830,773,335,1220,1562,548.5,24672.5,455,379,8328.5,92.5,15248.5
KI063_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,24188,727,17402,47291,1426,5577,21199,1635,469,471,1288.5,1383,396,28758,546,335,5833,88,14986
KI063_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2417,800,11313,42075,1907,5384,10632.5,2410,457,523,885,2519,946,27003.5,568,351,7815,116,15429
KI063_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5525,786.5,12363,44775,1444,4544.5,9707,852.5,419,434.5,922,1238,429.5,25319,566,500.5,7024,119,14938
KI063_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2526.5,745,43725.5,42744,1711,4936,8127.5,883,1575,430,5114.5,2001,663.5,26103,563,474.5,6901.5,98,14916
KI063_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2171,470.5,14269,40309.5,2676,8557.5,6889,839,411.5,452,733.5,2300,562,24326.5,370,366.5,8708,120.5,15258
KI063_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,50325.5,1017.5,22687.5,46760,5049,12872,35636,5565,490,428,1129,7229,4185,34297,660,489,7886,98,14986
KI063_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10242,559,1800,24776.5,2288,1053,20633.5,681,535,275,535,1228,677,9411,338.5,293.5,8237,103,15364
KI063_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2722,796,11166,42098,1814,5122,12834,1492,454,411.5,751.5,2047,898,28827,452.5,327,6164,80,15168
