,TR:IB001:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
IB001_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1727.75,488.75,4120.5,40857,1872.5,2278,8122.75,766,364,361.25,1211.5,3728,686,24604.3,400.5,380.75,1172.5,113.5,16500.5
IB001_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1727.75,488.75,4120.5,40857,1872.5,2278,8122.75,766,364,361.25,1211.5,3728,686,24604.3,400.5,380.75,1172.5,113.5,16500.5
IB001_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2256,1001,4763,33393.5,3514.5,3563.5,11364,1107.5,759,921.5,1037,8619,3458,31006,840.5,589.5,1815.5,117,16765
IB001_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2768.5,536.5,5124,35101,1794,2796,7253.5,978.5,393,272,749,3257,1064.5,28780,411,261,971,87,16772
IB001_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1229,434,4512,38066,1800,2409.5,6629,656.5,418,432,1531,2602,488,22366,413.5,487,1134.5,96,16726
IB001_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4645,521,5778,47132,1496,2101,9455,571,517,537,1432,3056,535,19736.5,439.5,231,1277,93,17256
IB001_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2859,460.5,5913,44110,2175,2630,6867.5,600,414,424,1430,4200,820.5,29114,341.5,243,1371,110.5,16841
IB001_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1300,508.5,5966,38238.5,1490,1976,6815,622,1876,478.5,1718,2842,573,20671,325,578,1294,125,16829.5
IB001_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2527,519,5932,43464,1659.5,2118,7939,583,897,320.5,888,2847,543,27730,311,476,1420,101.5,16793
IB001_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8724,556,3876,34582,1067,1384,15986,615,428,474.5,1001.5,1820,413,24477,471,488,1137,112,16104
