,TR:KI044:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
KI044_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5685,514,3596.5,30533,3316.5,4381.75,8682.75,1268,326,351.5,530.75,3968.75,818,29258.8,398,391,1529,116.5,16361
KI044_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5685,514,3596.5,30533,3316.5,4381.75,8682.75,1268,326,351.5,530.75,3968.75,818,29258.8,398,391,1529,116.5,16361
KI044_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6861.5,408,4227.5,30891,4305,5387,10278,672,345,318,498.5,7483,2578,25377,360,527,1733,111,15950.5
KI044_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6843,477.5,3462,26231,4004,3824,7209,2207.5,348.5,316,568,5385.5,603,31975,332,342,1732.5,101,15995
KI044_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7107.5,419.5,3350,32921,2773,3391,6863.5,683,306,286,477,2361,429,25250.5,364,312,1941.5,144,15872.5
KI044_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11432.5,460,3449,32229,3999,3544,7558,842,266,273,529,3051,528,25296,455,413,1376,81,15721
KI044_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7143,568,3140,26853,3873,3609.5,6512,2059,299.5,289,573,5112,1072.5,19702,383.5,440,1207,94,16169
KI044_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5015.5,412,4407.5,32067,3631,3978,7150,756,2563,274,2512,3243,621,23497,476,813,1687.5,103,15734
KI044_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6712,479,3918,33290,3836,3732.5,10362,1869.5,891.5,332,645.5,3069,566,25838,416.5,477,1691,88,16218
KI044_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12121,568,4151,35066,2127.5,2905,13088,799,297,269,506,1893,395,26196,330,333,1170,93,16495
KI044_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4956,677.5,3790,26000,3759.5,4821.5,13248,3260,356.5,329,623,6653.5,1340.5,31606,412,353,1753.5,104,16244.5
