,TR:KI006:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
KI006_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4424.25,526.5,1976.5,14876.8,3898.75,3496.75,4164.25,825.75,355.75,354.75,466,3752.5,934,22608.5,396,351.5,1244.5,111.75,16587.5
KI006_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4424.25,526.5,1976.5,14876.8,3898.75,3496.75,4164.25,825.75,355.75,354.75,466,3752.5,934,22608.5,396,351.5,1244.5,111.75,16587.5
KI006_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7753,718,2978.5,16783.5,4562,4329,5405,1234,419,480,588,5818,2133,31744.5,458,508,1633,99,16495
KI006_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7017.5,616,1491,14485,3565,3805,4460,613,385,316,370.5,3431.5,890.5,27199.5,444.5,404,1375,123,16726
KI006_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2524.5,709,1477,14568,3024,3021,3895,656.5,314,545,602.5,2394.5,548.5,25019.5,446,463,1431,79,16841
KI006_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7136,475.5,1353.5,13693,2717,2425,4197,599,414,444.5,411.5,1993,464,13541.5,317,431,1066,137,16783.5
KI006_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,22470,574.5,1740,15505,4961,4216.5,7029,1052,374,233,624,5601,1573,31398,388.5,447.5,1555.5,93,16841
KI006_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7345.5,599,1685,11596.5,2844,2711.5,4852,591,1210,189,912.5,2608.5,538,28607,214,493,971.5,83,16887
KI006_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2783,223.5,1739,13145.5,3005,2731,3875,645,825,318,650.5,2526.5,525,28953,318,251,1151.5,106,16841
KI006_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11408,405.5,2652,16188,2244,2020,5663,557,374,318.5,428,1667,462,7808,333,605,1565,141,17198.5
KI006_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5864,675.5,2540.5,19702,4616,4524.5,5254,2035.5,408.5,447.5,676,5417,1905,31398.5,545,468,1602.5,131,16373.5
KI006_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5962,452,1757.5,14078.5,2790,2384.5,4694.5,1126,369,514,507,1862.5,518,27892,324.5,490,1126,100.5,16610.5
KI006_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3189.5,620,3838,14529.5,3719.5,3748,3827,558.5,389,318,1206.5,3913.5,1480,27315,327,516,940.5,148.5,16182
KI006_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6494.5,601,2169,14794.5,5910.5,5636,5088,1154,412,332,777,5104,1541,29933.5,434,541.5,1506,133,16339
KI006_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6809.5,815.5,1730,19205.5,4974,4036,9474,1977.5,349,444,395,15272,9108.5,34905,470,476,1471,116.5,16887
KI006_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8774,661,963,8048.5,6145,1928,33890,2280.5,438.5,286,562,10119,7624.5,10093.5,288,NaN,1456,125,16933
KI006_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6635,837,1541,12965,4578,4353,7622.5,1835,399.5,338,409,10444,5396,31502,484,484.5,1114,125.5,16449
KI006_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8030,870,2621,13897.5,5952,5975,8039.5,1867,315,408,NaN,11702,6398.5,7094,518,263.5,1615.5,125,17141
KI006_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3218,722,2099,13349,4251,4355.5,5384,1340,395.5,430.5,505,5302,2152,31190.5,332,331,1350,122,16841
KI006_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5733,718,1376,22401,4649.5,4198,6349,3170,382,313,411.5,7320,2969,33428,268,432.5,1643.5,138,17003
KI006_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3139,562.5,1619,13536,3405.5,2951,3710,634,293.5,241,488.5,2398,767,28295,440,547,1179,95,17141
KI006_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5988.5,432.5,1782,12399,4709,2572,5944,521,297,234.5,NaN,5808,1496,16304,444,302.5,1298,132.5,16426
