,TR:UZ025:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
UZ025_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2504,989,3431.75,35168.3,759,1663.75,6768.5,549,448.75,530.5,757.5,1847.75,407.5,32756.5,649,625.75,1602,125.5,14640
UZ025_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2504,989,3431.75,35168.3,759,1663.75,6768.5,549,448.75,530.5,757.5,1847.75,407.5,32756.5,649,625.75,1602,125.5,14640
UZ025_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1939,1537.5,3155.5,37413,1290,2641,10254,813,815,1241,1023.5,3130,1046,29819,1491,758.5,2914,102.5,14991
UZ025_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3424,1175,3949,34366,777,2196,8493.5,694,422,511,647.5,2304,506,34897,539,612.5,2482.5,93,14708
UZ025_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3410.5,798,5314,45883,826.5,2548,8258.5,807,363,416.5,884,2300,342,40736,485,470.5,4092,129,14340
UZ025_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,20345,765.5,4113,33708.5,1195,3184,13541.5,925.5,362.5,330,650.5,2465,474.5,26311,542,525.5,2287,99.5,14560
UZ025_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,13627.5,1153,2791,29000,735,2269,14630,698,351,472,557.5,2140.5,443,40909,515,511,2621,98,14016
UZ025_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1602,1188,5410,33489,879,2434,8853,671,2771.5,754.5,3556,2099.5,518,40355.5,793.5,1836,2614.5,96,14385.5
UZ025_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1546.5,848.5,2389,29981,705,2289,7883.5,644,844.5,351,598.5,1625,482,26634.5,500,583,1985,81,14403
UZ025_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,18233,2556,3920.5,32358,1724,2358,16777.5,1159,1207.5,1945,1350,2767,626.5,35347,1898,864.5,4014,105.5,14430
