,TR:KI024:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
KI024_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2942.5,515.5,4610.75,23001,2853,3013,3322,744,323,452,692,1642.5,407,33428.5,587.25,549.25,3628,114.75,17331.3
KI024_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2942.5,515.5,4610.75,23001,2853,3013,3322,744,323,452,692,1642.5,407,33428.5,587.25,549.25,3628,114.75,17331.3
KI024_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6440.5,677,5746.5,19886,4067,4009,5398,1149,408,572.5,1008.5,2953.5,853.5,35597,825,614,4419,106.5,17198.5
KI024_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4282.5,451,3796.5,16089.5,3284.5,2982,4385,1013,345,428,592.5,2119.5,488.5,36346.5,511,437.5,3217,91.5,16910
KI024_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4142,409,5795.5,18882.5,3064,2616,3488.5,797,278.5,530,582,1369,293,30671.5,440,619,6973,100,17118
KI024_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6856,431,6296.5,18064,2918.5,2420,4521,803,337,446,611,2592.5,332.5,32252,451,575,6015,127.5,17049
KI024_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4908,454.5,4203,16805.5,3484.5,2890,3506,1035,327.5,514,463,2095.5,526,31952,536,615,3885,170,17014.5
KI024_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3769,390,5449,19794,3558,2952,3906,906,1464,440,NaN,1897.5,395,31767,624,1172.5,3410,136,16933
KI024_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4708.5,390,5477,20486,3327.5,3382,4752.5,1104.5,605.5,364,539.5,2244.5,485,39265,558,509,3336.5,128,17095
KI024_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10215,452,6075,20463,2148.5,2377,7757.5,912,399.5,411,556.5,1107,311,31017.5,531,520,2709.5,135,17175.5
KI024_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4258,611.5,3867,18721.5,3580,3373.5,4964,1683.5,363,481.5,331,2556,594.5,35124.5,640.5,492.5,3175,121.5,17303
KI024_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4467.5,610,3898,20197.5,3222.5,3198,4827.5,1309.5,354,431,449,2058,474.5,34928,518,472,4339,150.5,16910
KI024_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3020,417.5,13235,21940,3423,3548,4211,1113.5,582,386,1939,2428,645,38019,513.5,602,4217,89,17187
KI024_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3582,471,5073.5,19990.5,4182.5,4722,4940.5,1452,361,537,850,2988.5,769,37743,542,512,3422,166,17106.5
KI024_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5057,603,5294,20717,4483,4513.5,9909,2295,312.5,522,762,8241,2891,42495,531,487.5,4040.5,103,17060.5
KI024_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6384,444,1040,10461,6799.5,1553,32021,1966,342,541,545,6152,2714,26738,423,528,5124,75,16818
KI024_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3447,701,4355,21132,3813,4333.5,10154.5,2276,306,402,745,7238,2330.5,39842,520,493,2772,109.5,16509
KI024_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2590,426,4057,19540,3856,4142,6581,1906.5,313,511.5,611.5,4749.5,1312,37743,488,480,2894,79,17210
KI024_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3170,456,4195.5,20394,3994,4148,6456,1816.5,335,379,518,4092.5,1179,38481,559,517.5,3118,99.5,17118
KI024_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3602,581.5,4368.5,14512,4155,3801,6870,3203,298,531.5,486,4058.5,1144,38319,643,493,4299.5,122,17221.5
