,TR:KI008:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
KI008_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3218.25,784.25,5782,30661.5,3592.25,3452.5,18192.8,772.5,344.5,379.5,566.5,2989,652.5,23178.3,385.5,367.75,2262.5,100,16883.5
KI008_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3218.25,784.25,5782,30661.5,3592.25,3452.5,18192.8,772.5,344.5,379.5,566.5,2989,652.5,23178.3,385.5,367.75,2262.5,100,16883.5
KI008_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5248,1121,8894,33766,5732.5,5518,22237.5,1373.5,477.5,494,759.5,9961.5,5791.5,33443,529,505.5,3520,94,16964
KI008_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5382.5,863,9596,40044,3994,4081,20021.5,1065,412.5,325.5,793,3465.5,773,26415,505,422,4042.5,106,17102
KI008_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4709,896.5,6652.5,35197,3395,3771.5,19260.5,1063,379,306,694,1855,413,21014,419,484,4282,128.5,16871.5
KI008_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5951.5,813,6665,33581,2982,3117,18764,660.5,304,337,491.5,2148,451,21452.5,297.5,470,2558.5,81,16764
KI008_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,24673,805,6863,31446.5,4133.5,4073,22745.5,544,330,314.5,659,3909,939,23911,447,511,2489,96,16618
KI008_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4365,862,8748,32854.5,3750.5,3555,19364,700,4772.5,365,2563,2664,510.5,25791.5,393,1036.5,2629,84.5,17090.5
KI008_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,293,1004,632,291,1080,475,19064,425.5,1729,339,786,278.5,334.5,5336.5,303,586,867.5,121,17956
KI008_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,18049,963,8885,26427,1981,2160,25538,647,442,312,738,1451,346,27788,321,461,1683,78.5,16404
KI008_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4871,889,6225,32750.5,4247,4124,20414.5,1427,393.5,362,658,3887,870.5,24291.5,422,300.5,2499,111,16680
KI008_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5665,883,5678.5,31377.5,3068,2785,19364,1051,372,330,625,1916,396,24499.5,438,415,3102.5,106,17183.5
