,TR:IB055:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
IB055_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1442,494.75,4631.75,47325.5,2198,3940.5,10248.8,2695.25,328.75,406.5,596.5,3639.25,752.25,23593.5,692.5,446.5,5716.5,91,15097
IB055_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1442,494.75,4631.75,47325.5,2198,3940.5,10248.8,2695.25,328.75,406.5,596.5,3639.25,752.25,23593.5,692.5,446.5,5716.5,91,15097
IB055_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2108.5,686,5616.5,41924.5,1259,4827.5,3489,1263,406.5,1013.5,530.5,8313,4485,24419,1235,656.5,4367.5,106,15316
IB055_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1193,441,3240,46852,1028,4032,4453,1556,292,798,502,3343,1119,21695,870,469,2738,111,15419
IB055_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,920,416,3642,44060,879,3535,3568,1368.5,347,881,706,2420,457,19826,599.5,511.5,8524.5,119,15189
IB055_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,674,373,2250,49379.5,548,2029,6170,1367.5,273,856.5,480,1517,358.5,14715,638.5,399,2626,129,15417.5
IB055_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2178,413.5,4108.5,49876,1401,3844,4657,1403,397,462.5,455,3318.5,573,20899,637,438,7170.5,152,14735
IB055_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1250,468,7032,52807,1791.5,4595,6654,1748.5,2573,467,2108,3294,892,22641,717.5,1083,2964,99,15256.5
IB055_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1012,417,3715,48571.5,1030,3515.5,4765,1623.5,830,585,502,2526.5,458.5,17864,929.5,493,4554,110,15364
IB055_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6622.5,636.5,6338,46091,1072.5,3354,8948,1602,432,507,549,2665,537,25273,1455.5,468,5317,70,15503
IB055_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1882,604,3560,49933.5,1071.5,4871.5,20379.5,4496,438.5,959,660,5737,1849.5,19941.5,1308.5,557,3670,165,15175
IB055_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1184.5,460,3387,53292,694,2487,9347,1742,369,515,491,1947,387,19341,808,357,4677,132,15370.5
IB055_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,807,547,10662.5,51261,765,2915.5,9303.5,3605.5,625,1379,2140,2664,598,17264,1019,544,3363,161,14995
IB055_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1608,409,3908,50638,4635.5,8179.5,5426,1438,309,533.5,522,4760,1383,21914.5,902.5,515,5254,148.5,15221
IB055_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5306.5,818.5,2176,47429,2838,5868,30684.5,6714,325,358,493.5,15417,5942,17713.5,593,510.5,7736,127,15467.5
IB055_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6366,610,1174,22411,4094,3017,35659,1937.5,582,453,676,9954.5,4946,15800,324.5,325,9522,108,14787
IB055_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2321,582.5,3877.5,37367,1101,4677.5,34666,5408,376,735.5,505,8859,3742,24765,930.5,472,4939.5,143,14983
IB055_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1812.5,1521,4096,50995.5,1384.5,4970.5,23864.5,5292,1224.5,1872,1012.5,7373,2811,25272.5,4530.5,763,5975,135,14892
IB055_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1126,428,4204,50256.5,1418,4440,3731.5,1436,328,476,468,2823,981,25653.5,825.5,494,4421,114,15172
IB055_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3501,632,5594,38982,3913,5417.5,12460,6981,343,430.5,482,7044,1949,28111,648.5,511.5,7914,114,14947.5
IB055_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,833,408,3996.5,42652,1587,2924,3938,1482,352,304.5,415,2045.5,417,21429.5,564,415,4371.5,139,14951
IB055_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1347.5,455,3947,49460,1445,3585,6923.5,1819.5,371,339,414,2562,1164,20357,820.5,529.5,6141.5,121,15168.5
