,TR:KI002:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
KI002_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6988.25,974.5,6747.75,36108.5,3047.5,4022,20985.8,1260.5,488,358.5,985.75,4132,1292,28117,426,452.5,3015.75,115.25,16714.8
KI002_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6988.25,974.5,6747.75,36108.5,3047.5,4022,20985.8,1260.5,488,358.5,985.75,4132,1292,28117,426,452.5,3015.75,115.25,16714.8
KI002_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10888,1098,8526,37459,4691.5,5239,23865,953,577,442,1127.5,10673,7035.5,34782,606,572.5,3231,123,16883
KI002_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9194,1003,7100,34458,3508,3461.5,22965,1813.5,516.5,344,904,5195,1860,24626,441,411,3233,133,17107.5
KI002_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9660,1099,7772,38578.5,2762,3337,20495,948,523.5,389,1177,2545,621,26796,465,484,4444,132.5,16895
KI002_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,25445.5,1038.5,7733,37944,2370,3210.5,23542,1874,453.5,419,1145,3133,612,34366,464,569.5,3414,87,17033
KI002_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10347,926.5,7631.5,32023.5,3445.5,3616,21464,1663,511.5,436.5,1170,5057,960,30604,496.5,502.5,3346.5,98,17079
KI002_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9469,1051.5,9890.5,37897,3555,4525,22734,907,3219,432.5,3271,3112.5,870.5,30927,506.5,1604,3342.5,86,16684
KI002_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7979,1088,7993,35589,3586.5,3131,22780,944,980,373.5,1070,2386.5,784,31412,403,513.5,3294.5,111,16895
KI002_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,18510,937.5,8404,37828,1795,2473.5,24580,990,521,393,982,1819,480,26276.5,459,526,2658.5,127,16502
