,TR:IB030:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
IB030_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1559.5,156.5,1820,5894,450.5,422.5,1105,231.5,116.5,150.5,299,634,226.5,6541,196.5,229.5,348,88,16657
IB030_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1948,191,3774,13085,929.5,1053.5,1810.5,283,164.5,192,323,1195,431,13711,149,231,467,74.5,16795
IB030_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5267,577,9137,27338,3060.5,2944.5,9984,843,291.5,337,1085,8066,2541,19944,442,493.5,1017,117,16749
IB030_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8519,473.5,2575,17487,4922,1456,28168,736,448.5,472,1962,4212.5,1898.5,13088,415,239.5,1694,110,16818
IB030_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8788,483,10156.5,30199,3223.5,2971,6353,824,415,523.5,1764.5,4330.5,998.5,27338,823,580,1322,86.5,17003
IB030_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2224,239.5,4099,15141,1036,1036,2527,350,142,204,520,1485,1424,19310,308,268.5,534,113,16818
IB030_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1357,211,2941,10230.5,594,629,1479.5,262,151,145,313,1047,320.5,15433,221,246.5,509,139.5,16541
IB030_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1767,144,2734.5,10497,575,622,1237.5,250,147,162.5,331,980,364.5,10188,213,192,399.5,101,16610
IB030_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2809,278,10665,22470,1564,1788,3265.5,450,234,294,787,2715,718.5,28607,392,349,791,87,17003
IB030_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5500.5,327.5,11955.5,21858.5,1844,2120,6071,529.5,251.5,326.5,811,4152.5,1037,25977,335.5,497.5,922.5,96,16875.5
