,TR:UZ012:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
UZ012_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3853.75,622,11649.5,27465,2026,2026,2947.75,517,313.5,421.25,783.25,3108.5,548.5,21230.3,513.25,427.25,5572.25,108,17008.3
UZ012_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3853.75,622,11649.5,27465,2026,2026,2947.75,517,313.5,421.25,783.25,3108.5,548.5,21230.3,513.25,427.25,5572.25,108,17008.3
UZ012_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5411,731,9082,19102,3239.5,2674.5,5960.5,912,381.5,492.5,651,8535,2292,27453,583,451,5980,125,17187
UZ012_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3047,475,9055.5,21317,2513,1612.5,3454,662,229,358,589,4447,854.5,26138,444,357.5,3940,71,17244.5
UZ012_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1678,454,13194,25792,1614.5,2399.5,1873,793,362,456,620,2046,364,16610,367.5,406,8226,91,16724.5
UZ012_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3739.5,436,12744,21917,1404,1228,1819,468,388,364,664,2117,415.5,30291,449,310,3983,113,17267.5
UZ012_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4738,410,15866.5,25169,1685,2688,2269,846,352,480,629.5,4557,896,28514.5,553,367.5,4738,92,17625
UZ012_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2969.5,383,10072,22147,2498,1879,2385,777,1864,331,1736,2189,864,23693,551.5,578.5,3707,116,17233
UZ012_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2699.5,NaN,16061.5,26611.5,2531.5,2613,4088.5,1029,1811,416.5,715.5,4955.5,948,29483,566,500,6439,93,17441
UZ012_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,53453,941,18087,23947,1156,1363,18467.5,725,760,343,1127.5,1797,411,24800,721,518,4259,143,16495
UZ012_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5555,461,13264.5,21201,2320,1732,4204.5,765,526.5,324,1178,4744,951,18825,605.5,309.5,4489,120,17291
UZ012_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9717,NaN,9134.5,24339,1610,1551.5,4341.5,990.5,401,486,683,2055.5,340,20855,483,322,8728,68,17210
UZ012_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6432,NaN,22032,31814,2594,1704.5,2853,654,NaN,525,NaN,6125.5,970.5,NaN,537,NaN,3698,123,16772
UZ012_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4988,433,13195,22839,3797,3846,6096.5,1329,280,355,572,8120,1806.5,26645.5,563,408,3972,125,17349
UZ012_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,13026.5,944,9596,21732,2739,2272,11235,1531,390,514.5,676,14779,5558,23301,498,505,3687,136.5,16829.5
UZ012_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,15731,407.5,3012,14660,5052,1284,33278.5,1129.5,388.5,614,648,1623,1574,25215.5,448,231.5,4102,125,17256
UZ012_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5777,869,14857,24108,2997,2545,9252.5,1349,817,587,1340,12967,3154,25216,578,447.5,5074,75,16852.5
UZ012_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5580,352,10800.5,21132,4007,2348,10030,1154,430,575.5,581,11443,3418,21905,626,315,3931,84,16763.5
UZ012_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5688,419,9559,24777,2720.5,1721.5,5107,753,261,353,610.5,5758.5,783,16231.5,458.5,480,3444,103,16864
UZ012_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7646.5,485,7174,19033,2763,1523,5564,1900,292.5,506,605.5,9908.5,1967,16428,461,466,2580,143,17395
UZ012_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2220,303,5403,20359.5,1499,1005.5,2221,567.5,250,493.5,392,1625,320,10566,394,313,1509,81,17221.5
UZ012_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5222,412,8631,21017,1926,1685,3529,779,249,354,513,2237,666.5,14325.5,445,348,2579,99.5,17256
