,TR:UZ011:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
UZ011_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5617.25,943.25,17187.8,43621.5,1746,2481,16136.5,559.5,469,397,1442.5,2332,603,20829.8,437.75,336.5,3987.25,108.25,16121.8
UZ011_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5617.25,943.25,17187.8,43621.5,1746,2481,16136.5,559.5,469,397,1442.5,2332,603,20829.8,437.75,336.5,3987.25,108.25,16121.8
UZ011_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5941,1344,13542,33512,2358,3545,19549,1007,615.5,482,935,7162,5485,21983.5,511,529.5,4647,92.5,16464
UZ011_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4011,1325.5,13802,36097,2076,3133,17448,861,462,462.5,993,3171,1083,24003.5,361,564,4678.5,133,16022
UZ011_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4551,1001.5,13481.5,39167,2146,3278,19780,701.5,414,284,1406,3391,459,22583.5,382,456,4796,139,15547
UZ011_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,90681,1352,24096,38220,6071,4796,32797,1001.5,572,428.5,1125,4720.5,1167,28042,545,590,5093.5,137,16337
UZ011_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5115,1302,18972,37020,1907,2932,17495,741,321,507.5,857,3260.5,1284,24291.5,369,465,5189,88,16019
UZ011_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3944.5,1112,14194,33292.5,1966,2396,18072,659,2734,392,2906,3170,1065,27073,435,808,4188,89,16191.5
UZ011_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3428,NaN,11236,35405,1932,2016,17033,543,803,NaN,901,2114,817,15026.5,406,NaN,2236,105,16249
UZ011_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,67209,1062,21234,38578.5,1293,3387,31573,1114,554,501.5,1048,4242,1636,26196,527,489,4088.5,137.5,15965
UZ011_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4305,1238,15615,38613,2278,4153.5,21557,1190,489.5,325,913,5197.5,1726,33835.5,488,492,5134,149,16249
UZ011_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6728,1018,13192,38590,1608,3350,22180,1183.5,419.5,280,881.5,3956.5,1194,30107.5,472.5,417,5266.5,111,16265
UZ011_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10515,736,26934.5,21349,994,2690,9390,449.5,1078,312,3441.5,4036.5,1053.5,18903,527,576,1391,73,15763
UZ011_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4695.5,990,13252,37367,3261,3883.5,24418.5,979,410,355,973,8049,2775,23022.5,342,513,4937,88,16394.5
UZ011_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7755,1475,14742,36351,3009,3790,27396,1357.5,522,509.5,1229,8580,5064,28827,416.5,485,3051,67,16273.5
UZ011_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,13896,833,5178.5,38509,4083,1413,43252,1308,384,427.5,1346.5,10891,5056,18672,391,429,5018,146,15793.5
UZ011_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5379,1223.5,10033.5,27534.5,2453.5,2908,28135,1239,433,395,905.5,9903,6100,30707.5,317,528,1715.5,147,16082
UZ011_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7299,1580,14459,34954.5,2997,3112,27927,1169,677,615,1078,10479,8067,31712,586,417,5724,112,16325
UZ011_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,18164,1164,15581,41175,2954.5,3098,28712,790,534,501,1099,8077,2956.5,26565,502,474,3205,96.5,15816
UZ011_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9825,1308,12766,35185.5,2636,2350,25526.5,1910,488.5,476,865,8906,3695,25192,482,397,3436,135,16414
UZ011_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4271,NaN,11262,34274,2044,2006,18556,629,353,286.5,832,3116,952,23380,303,476,4211,110,16264
UZ011_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3111,1013,12182,41209.5,1935,2113,10979,644,537,602,939.5,1876,690.5,25526,355,462,4602,83.5,16952.5
