,TR:KI045:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
KI045_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2316,477.5,6966.75,31923.3,3285.25,4303.75,3670.5,1046.5,393.5,463,743.25,3871.5,682.75,35556.8,668,637.75,4230.75,97.5,17245
KI045_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2316,477.5,6966.75,31923.3,3285.25,4303.75,3670.5,1046.5,393.5,463,743.25,3871.5,682.75,35556.8,668,637.75,4230.75,97.5,17245
KI045_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3234,462,7733.5,26542.5,4433.5,5566,5188,1328,426,426,839,7677,2959,37166,645,506,2940,105,17141
KI045_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3069,420,8003,26900,4833,5355,4883.5,1934.5,427,518,1121,6966,1539.5,39507.5,616,685,4586,91,17175.5
KI045_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3277.5,539,8082,34074,4398,4611,4657,1597,489.5,905,1003.5,4750,567,34697,960.5,708,5944.5,115,17198.5
KI045_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3485,431,7581,29530,2717.5,3907.5,4771.5,1336.5,425,442,856,4119,597,38250,604.5,739,3859.5,107,17487
KI045_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3017.5,434.5,7484,25849.5,4518.5,5291,4252,1674,412,539,720.5,6384,1407,37927,596.5,585,4042,118,17026
KI045_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3123,563,8573,34328,4479,5005,5063.5,1605,3289.5,719.5,1878,5257,1076,38584.5,901,955,4875.5,93,17429.5
KI045_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1658,452,7408,28168,4479,5045.5,5049,1703,1064.5,423,798,5544,1050.5,34005,536,700,4499,113,17360.5
KI045_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5752,363.5,9422,34328,2388,3277,9017,1414,424,453.5,632.5,2927,473,39657,717,735.5,4160.5,113,17672
