,TR:IB002:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
IB002_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2387.5,515,8362,46581.3,938,1743.75,12736,517,373.75,365.5,614,3568,566.5,22526,450.25,447.5,1405.5,111,15132
IB002_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2387.5,515,8362,46581.3,938,1743.75,12736,517,373.75,365.5,614,3568,566.5,22526,450.25,447.5,1405.5,111,15132
IB002_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,714,862,1968,28573,4529,4277,2584,805.5,585,555,679,19375.5,12073.5,8087.5,532,795.5,736,83,14906
IB002_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3423.5,435,9196.5,43506,755,1916,18764,559.5,447,473,716.5,5239,884.5,20322,421,481,1523,129,15003
IB002_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4883,479,9087,33443,726.5,2112,6328.5,487,387,443.5,555.5,2591,616,24903,421,375,1729,102,15396
IB002_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3141.5,541,6618,50845,433,1484,14522,564.5,339,422,575,3103,478.5,19075.5,422,472,1448,94,15255.5
IB002_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4977,475,7059,47937,572,1592,16895,598,344,493,538,5039.5,748,20357,441.5,369,1204,118,14652
IB002_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5158,535,10330,39963,469,2154,7960.5,533.5,3108.5,498,1931.5,3313,672.5,26888,493,677,1327,83,15028
IB002_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7193.5,508,9294.5,44521,847,1994.5,10375,546,359,411,726,3406,634,24949,441,509,1598,121,15168
IB002_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7320,541,12227,38451,1472,1939,26807.5,475,343,456,504,2250.5,602,25999.5,495,461.5,1313,150.5,15299.5
