,TR:IB037:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
IB037_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459.25,830.5,1217.75,26276.5,801.75,1561,7637.5,938.5,548.75,443,751.25,1576.75,518,19774,486,572,1168.5,99.25,15234.5
IB037_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,459.25,830.5,1217.75,26276.5,801.75,1561,7637.5,938.5,548.75,443,751.25,1576.75,518,19774,486,572,1168.5,99.25,15234.5
IB037_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,537,1162,1518.5,30050,1554,2357,8134.5,1559,767,526,881,3339,2067.5,24096,763,830,3209,89.5,15431.5
IB037_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,562,876,1396,29866,1112,2048.5,7561.5,715.5,472,338.5,709,2121.5,934,21049,542,507.5,1370,90.5,15215
IB037_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,633,871,1623,28758,1080,1952,6765.5,748,515,418.5,882,1768,607,22064,450.5,550,1612,86,15043
IB037_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,609,905,1502,31712,765,1708,5748.5,818,474,414,826,1875,397.5,20645.5,573,460,1238,98,15036
IB037_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,417,787,1463,28330.5,942.5,2038,6221,783,461,419,747,1990.5,751.5,22665,550,506.5,1212,91.5,15000
IB037_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,387,662,1865,28804,584,2051,7273.5,1323,1413,622,1251,1858,470.5,13349,439,1769,1032,87.5,15309.5
IB037_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,502,1072,1759.5,27881,1002,1928,11430,755,797,324,1070,1505.5,562,21880,417,626,1097,112,15494.5
IB037_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,518.5,1007,1561,23922.5,739,1349,10366,682,607.5,541,816,1133.5,420,22572,609,578.5,1245.5,110,15534.5
